Date	Commodity	Stock
2009-02-28 00:00:00	20072	116
2009-02-28 00:00:00	20073	93
2009-02-28 00:00:00	20074	182
2009-02-28 00:00:00	20075	51
2009-02-28 00:00:00	20076	135
2009-02-28 00:00:00	20077	180
2009-02-28 00:00:00	20078	149
2009-02-28 00:00:00	20079	158
2009-02-28 00:00:00	20080	17
2009-02-28 00:00:00	20081	161
2009-02-28 00:00:00	20082	44
2009-02-28 00:00:00	20083	41
2009-02-28 00:00:00	20084	173
2009-02-28 00:00:00	20085	115
2009-02-28 00:00:00	20086	6
2009-02-28 00:00:00	20087	56
2009-02-28 00:00:00	20088	143
2009-02-28 00:00:00	20089	121
2009-02-28 00:00:00	20090	1
2009-02-28 00:00:00	20091	32
2009-02-28 00:00:00	20092	174
2009-02-28 00:00:00	20093	118
2009-02-28 00:00:00	20094	185
2009-02-28 00:00:00	20095	151
2009-02-28 00:00:00	20096	196
2009-02-28 00:00:00	20097	173
2009-02-28 00:00:00	20098	124
2009-02-28 00:00:00	20099	169
2009-02-28 00:00:00	20100	194
2009-03-31 00:00:00	20001	159
2009-03-31 00:00:00	20002	176
2009-03-31 00:00:00	20003	191
2009-03-31 00:00:00	20004	150
2009-03-31 00:00:00	20005	163
2009-03-31 00:00:00	20006	19
2009-03-31 00:00:00	20007	154
2009-03-31 00:00:00	20008	156
2009-03-31 00:00:00	20009	174
2009-03-31 00:00:00	20010	193
2009-03-31 00:00:00	20011	174
2009-03-31 00:00:00	20012	71
2009-03-31 00:00:00	20013	52
2009-03-31 00:00:00	20014	15
2009-03-31 00:00:00	20015	33
2009-03-31 00:00:00	20016	181
2009-03-31 00:00:00	20017	143
2009-03-31 00:00:00	20018	117
2009-03-31 00:00:00	20019	140
2009-03-31 00:00:00	20020	46
2009-03-31 00:00:00	20021	29
2009-03-31 00:00:00	20022	161
2009-03-31 00:00:00	20023	157
2009-03-31 00:00:00	20024	64
2009-03-31 00:00:00	20025	198
2009-03-31 00:00:00	20026	197
2009-03-31 00:00:00	20027	65
2009-03-31 00:00:00	20028	7
2009-03-31 00:00:00	20029	62
2009-03-31 00:00:00	20030	37
2009-03-31 00:00:00	20031	180
2009-03-31 00:00:00	20032	110
2009-03-31 00:00:00	20033	153
2009-03-31 00:00:00	20034	138
2009-03-31 00:00:00	20035	158
2009-03-31 00:00:00	20036	93
2009-03-31 00:00:00	20037	75
2009-03-31 00:00:00	20038	31
2009-03-31 00:00:00	20039	49
2009-03-31 00:00:00	20040	186
2009-03-31 00:00:00	20041	113
2009-03-31 00:00:00	20042	37
2009-03-31 00:00:00	20043	131
2009-03-31 00:00:00	20044	36
2009-03-31 00:00:00	20045	56
2009-03-31 00:00:00	20046	179
2009-03-31 00:00:00	20047	153
2009-03-31 00:00:00	20048	124
2009-03-31 00:00:00	20049	44
2009-03-31 00:00:00	20050	118
2009-03-31 00:00:00	20051	36
2009-03-31 00:00:00	20052	99
2009-03-31 00:00:00	20053	182
2009-03-31 00:00:00	20054	124
2009-03-31 00:00:00	20055	63
2009-03-31 00:00:00	20056	5
2009-03-31 00:00:00	20057	59
2009-03-31 00:00:00	20058	16
2009-03-31 00:00:00	20059	133
2009-03-31 00:00:00	20060	178
2009-03-31 00:00:00	20061	154
2009-03-31 00:00:00	20062	194
2009-03-31 00:00:00	20063	155
2009-03-31 00:00:00	20064	172
2009-03-31 00:00:00	20065	0
2009-03-31 00:00:00	20066	55
2009-03-31 00:00:00	20067	97
2009-03-31 00:00:00	20068	80
2009-03-31 00:00:00	20069	151
2009-03-31 00:00:00	20070	41
2009-03-31 00:00:00	20071	39
2009-03-31 00:00:00	20072	8
2009-03-31 00:00:00	20073	184
2009-03-31 00:00:00	20074	181
2009-03-31 00:00:00	20075	114
2009-03-31 00:00:00	20076	85
2009-03-31 00:00:00	20077	77
2009-03-31 00:00:00	20078	153
2009-03-31 00:00:00	20079	178
2009-03-31 00:00:00	20080	6
2009-03-31 00:00:00	20081	177
2009-03-31 00:00:00	20082	91
2009-03-31 00:00:00	20083	85
2009-03-31 00:00:00	20084	116
2009-03-31 00:00:00	20085	12
2009-03-31 00:00:00	20086	188
2009-03-31 00:00:00	20087	134
2009-03-31 00:00:00	20088	95
2009-03-31 00:00:00	20089	171
2009-03-31 00:00:00	20090	116
2009-03-31 00:00:00	20091	181
2009-03-31 00:00:00	20092	119
2009-03-31 00:00:00	20093	51
2009-03-31 00:00:00	20094	124
2009-03-31 00:00:00	20095	116
2009-03-31 00:00:00	20096	28
2009-03-31 00:00:00	20097	135
2009-03-31 00:00:00	20098	102
2009-03-31 00:00:00	20099	65
2009-03-31 00:00:00	20100	79
2009-04-30 00:00:00	20001	140
2009-04-30 00:00:00	20002	82
2009-04-30 00:00:00	20003	162
2009-04-30 00:00:00	20004	101
2009-04-30 00:00:00	20005	199
2009-04-30 00:00:00	20006	152
2009-04-30 00:00:00	20007	138
2009-04-30 00:00:00	20008	166
2009-04-30 00:00:00	20009	173
2009-04-30 00:00:00	20010	118
2009-04-30 00:00:00	20011	150
2009-04-30 00:00:00	20012	108
2009-04-30 00:00:00	20013	159
2009-04-30 00:00:00	20014	159
2009-04-30 00:00:00	20015	12
2009-04-30 00:00:00	20016	150
2009-04-30 00:00:00	20017	94
2009-04-30 00:00:00	20018	141
2009-04-30 00:00:00	20019	49
2009-04-30 00:00:00	20020	117
2009-04-30 00:00:00	20021	48
2009-04-30 00:00:00	20022	107
2009-04-30 00:00:00	20023	69
2009-04-30 00:00:00	20024	74
2009-04-30 00:00:00	20025	137
2009-04-30 00:00:00	20026	157
2009-04-30 00:00:00	20027	111
2009-04-30 00:00:00	20028	43
2009-04-30 00:00:00	20029	171
2009-04-30 00:00:00	20030	163
2009-04-30 00:00:00	20031	13
2009-04-30 00:00:00	20032	15
2009-04-30 00:00:00	20033	61
2009-04-30 00:00:00	20034	76
2009-04-30 00:00:00	20035	124
2009-04-30 00:00:00	20036	126
2009-04-30 00:00:00	20037	42
2009-04-30 00:00:00	20038	36
2009-04-30 00:00:00	20039	173
2009-04-30 00:00:00	20040	34
2009-04-30 00:00:00	20041	23
2009-04-30 00:00:00	20042	7
2009-04-30 00:00:00	20043	116
2009-04-30 00:00:00	20044	184
2009-04-30 00:00:00	20045	125
2009-04-30 00:00:00	20046	138
2009-04-30 00:00:00	20047	162
2009-04-30 00:00:00	20048	43
2009-04-30 00:00:00	20049	17
2009-04-30 00:00:00	20050	170
2009-04-30 00:00:00	20051	131
2009-04-30 00:00:00	20052	42
2009-04-30 00:00:00	20053	123
2009-04-30 00:00:00	20054	101
2009-04-30 00:00:00	20055	149
2009-04-30 00:00:00	20056	183
2009-04-30 00:00:00	20057	56
2009-04-30 00:00:00	20058	40
2009-04-30 00:00:00	20059	179
2009-04-30 00:00:00	20060	118
2009-04-30 00:00:00	20061	196
2009-04-30 00:00:00	20062	106
2009-04-30 00:00:00	20063	56
2009-04-30 00:00:00	20064	147
2009-04-30 00:00:00	20065	102
2009-04-30 00:00:00	20066	161
2009-04-30 00:00:00	20067	67
2009-04-30 00:00:00	20068	56
2009-04-30 00:00:00	20069	175
2009-04-30 00:00:00	20070	68
2009-04-30 00:00:00	20071	29
2009-04-30 00:00:00	20072	144
2009-04-30 00:00:00	20073	24
2009-04-30 00:00:00	20074	149
2009-04-30 00:00:00	20075	108
2009-04-30 00:00:00	20076	101
2009-04-30 00:00:00	20077	49
2009-04-30 00:00:00	20078	27
2009-04-30 00:00:00	20079	197
2009-04-30 00:00:00	20080	27
2009-04-30 00:00:00	20081	104
2009-04-30 00:00:00	20082	11
2009-04-30 00:00:00	20083	146
2009-04-30 00:00:00	20084	190
2009-04-30 00:00:00	20085	74
2009-04-30 00:00:00	20086	114
2009-04-30 00:00:00	20087	170
2009-04-30 00:00:00	20088	197
2009-04-30 00:00:00	20089	54
2009-04-30 00:00:00	20090	4
2009-04-30 00:00:00	20091	159
2009-04-30 00:00:00	20092	160
2009-04-30 00:00:00	20093	107
2009-04-30 00:00:00	20094	104
2009-04-30 00:00:00	20095	189
2009-04-30 00:00:00	20096	93
2009-04-30 00:00:00	20097	164
2009-04-30 00:00:00	20098	72
2009-04-30 00:00:00	20099	192
2009-04-30 00:00:00	20100	157
2009-05-31 00:00:00	20001	188
2009-05-31 00:00:00	20002	61
2009-05-31 00:00:00	20003	83
2009-05-31 00:00:00	20004	184
2009-05-31 00:00:00	20005	60
2009-05-31 00:00:00	20006	157
2009-05-31 00:00:00	20007	186
2009-05-31 00:00:00	20008	136
2009-05-31 00:00:00	20009	99
2009-05-31 00:00:00	20010	164
2009-05-31 00:00:00	20011	38
2009-05-31 00:00:00	20012	174
2009-05-31 00:00:00	20013	182
2009-05-31 00:00:00	20014	152
2009-05-31 00:00:00	20015	151
2009-05-31 00:00:00	20016	30
2009-05-31 00:00:00	20017	4
2009-05-31 00:00:00	20018	127
2009-05-31 00:00:00	20019	31
2009-05-31 00:00:00	20020	40
2009-05-31 00:00:00	20021	152
2009-05-31 00:00:00	20022	81
2009-05-31 00:00:00	20023	151
2009-05-31 00:00:00	20024	0
2009-05-31 00:00:00	20025	0
2009-05-31 00:00:00	20026	6
2009-05-31 00:00:00	20027	54
2009-05-31 00:00:00	20028	105
2009-05-31 00:00:00	20029	54
2009-05-31 00:00:00	20030	165
2009-05-31 00:00:00	20031	37
2009-05-31 00:00:00	20032	19
2009-05-31 00:00:00	20033	2
2009-05-31 00:00:00	20034	95
2009-05-31 00:00:00	20035	59
2009-05-31 00:00:00	20036	66
2009-05-31 00:00:00	20037	103
2009-05-31 00:00:00	20038	70
2009-05-31 00:00:00	20039	120
2009-05-31 00:00:00	20040	117
2009-05-31 00:00:00	20041	59
2009-05-31 00:00:00	20042	17
2009-05-31 00:00:00	20043	53
2009-05-31 00:00:00	20044	97
2009-05-31 00:00:00	20045	3
2009-05-31 00:00:00	20046	89
2009-05-31 00:00:00	20047	196
2009-05-31 00:00:00	20048	45
2009-05-31 00:00:00	20049	63
2009-05-31 00:00:00	20050	1
2009-05-31 00:00:00	20051	189
2009-05-31 00:00:00	20052	21
2009-05-31 00:00:00	20053	186
2009-05-31 00:00:00	20054	66
2009-05-31 00:00:00	20055	28
2009-05-31 00:00:00	20056	165
2009-05-31 00:00:00	20057	13
2009-05-31 00:00:00	20058	159
2009-05-31 00:00:00	20059	159
2009-05-31 00:00:00	20060	191
2009-05-31 00:00:00	20061	136
2009-05-31 00:00:00	20062	101
2009-05-31 00:00:00	20063	199
2009-05-31 00:00:00	20064	38
2009-05-31 00:00:00	20065	117
2009-05-31 00:00:00	20066	47
2009-05-31 00:00:00	20067	58
2009-05-31 00:00:00	20068	161
2009-05-31 00:00:00	20069	72
2009-05-31 00:00:00	20070	144
2009-05-31 00:00:00	20071	126
2009-05-31 00:00:00	20072	21
2009-05-31 00:00:00	20073	192
2009-05-31 00:00:00	20074	30
2009-05-31 00:00:00	20075	106
2009-05-31 00:00:00	20076	96
2009-05-31 00:00:00	20077	112
2009-05-31 00:00:00	20078	27
2009-05-31 00:00:00	20079	65
2009-05-31 00:00:00	20080	29
2009-05-31 00:00:00	20081	129
2009-05-31 00:00:00	20082	29
2009-05-31 00:00:00	20083	109
2009-05-31 00:00:00	20084	97
2009-05-31 00:00:00	20085	88
2009-05-31 00:00:00	20086	136
2009-05-31 00:00:00	20087	197
2009-05-31 00:00:00	20088	92
2009-05-31 00:00:00	20089	10
2009-05-31 00:00:00	20090	82
2009-05-31 00:00:00	20091	144
2009-05-31 00:00:00	20092	97
2009-05-31 00:00:00	20093	21
2009-05-31 00:00:00	20094	169
2009-05-31 00:00:00	20095	104
2009-05-31 00:00:00	20096	151
2009-05-31 00:00:00	20097	120
2009-05-31 00:00:00	20098	182
2009-05-31 00:00:00	20099	37
2009-05-31 00:00:00	20100	192
