Datetime	Commodity	Volume
2009-06-01 14:25:00	20027	50
2009-06-01 14:31:40	20061	49
2009-06-01 14:35:00	20055	44
2009-06-01 14:41:40	20053	16
2009-06-01 14:45:00	20082	22
2009-06-01 15:01:40	20084	49
2009-06-01 15:08:20	20051	48
2009-06-01 15:11:40	20037	24
2009-06-01 15:15:00	20012	30
2009-06-01 15:21:40	20075	21
2009-06-01 15:25:00	20026	45
2009-06-01 15:28:20	20076	3
2009-06-01 15:31:40	20044	4
2009-06-01 15:35:00	20057	37
2009-06-01 15:38:20	20057	7
2009-06-01 15:45:00	20088	17
2009-06-01 15:51:40	20070	48
2009-06-01 15:58:20	20012	19
2009-06-01 16:01:40	20100	33
2009-06-01 16:05:00	20072	32
2009-06-01 16:08:20	20075	7
2009-06-01 16:11:40	20085	16
2009-06-01 16:15:00	20023	32
2009-06-01 16:18:20	20097	23
2009-06-01 16:21:40	20033	33
2009-06-01 16:25:00	20042	20
2009-06-01 16:28:20	20034	37
2009-06-01 16:31:40	20012	17
2009-06-01 16:38:20	20001	49
2009-06-01 16:45:00	20052	11
2009-06-01 16:51:40	20052	10
2009-06-01 16:55:00	20058	8
2009-06-01 16:58:20	20095	10
2009-06-01 17:05:00	20030	42
2009-06-01 17:08:20	20012	6
2009-06-01 17:11:40	20054	40
2009-06-01 17:15:00	20046	9
2009-06-01 17:31:40	20009	44
2009-06-01 17:35:00	20009	33
2009-06-01 17:38:20	20062	43
2009-06-01 17:41:40	20099	40
2009-06-01 17:48:20	20094	33
2009-06-01 17:51:40	20066	19
2009-06-01 17:55:00	20087	5
2009-06-01 17:58:20	20090	21
2009-06-01 18:05:00	20019	26
2009-06-01 18:11:40	20004	50
2009-06-01 18:15:00	20081	39
2009-06-01 18:18:20	20045	3
2009-06-01 18:21:40	20008	36
2009-06-01 18:25:00	20081	18
2009-06-01 18:35:00	20039	39
2009-06-01 18:45:00	20098	39
2009-06-01 18:48:20	20078	24
2009-06-01 18:55:00	20044	23
2009-06-01 18:58:20	20098	3
2009-06-01 19:01:40	20026	2
2009-06-01 19:05:00	20062	26
2009-06-01 19:08:20	20072	38
2009-06-01 19:11:40	20059	19
2009-06-01 19:15:00	20033	49
2009-06-01 19:18:20	20056	1
2009-06-01 19:25:00	20075	48
2009-06-01 19:41:40	20017	4
2009-06-01 19:45:00	20099	36
2009-06-01 19:48:20	20013	35
2009-06-01 19:51:40	20031	7
2009-06-01 19:55:00	20070	18
2009-06-01 19:58:20	20039	37
2009-06-01 20:01:40	20053	40
2009-06-01 20:08:20	20046	40
2009-06-01 20:11:40	20032	47
2009-06-01 20:15:00	20006	10
2009-06-01 20:25:00	20012	40
2009-06-01 20:35:00	20023	1
2009-06-01 20:45:00	20070	35
2009-06-01 20:48:20	20011	33
2009-06-01 20:51:40	20093	20
2009-06-01 20:58:20	20014	49
2009-06-01 21:01:40	20069	18
2009-06-01 21:08:20	20035	49
2009-06-01 21:15:00	20051	6
2009-06-01 21:28:20	20034	40
2009-06-02 08:01:40	20040	9
2009-06-02 08:05:00	20026	47
2009-06-02 08:08:20	20084	1
2009-06-02 08:11:40	20085	43
2009-06-02 08:18:20	20007	8
2009-06-02 08:21:40	20073	14
2009-06-02 08:25:00	20046	47
2009-06-02 08:31:40	20095	11
2009-06-02 08:38:20	20087	21
2009-06-02 08:41:40	20041	40
2009-06-02 08:45:00	20081	15
2009-06-02 09:05:00	20041	30
2009-06-02 09:11:40	20002	47
2009-06-02 09:15:00	20036	10
2009-06-02 09:18:20	20043	21
2009-06-02 09:21:40	20060	26
2009-06-02 09:25:00	20009	25
2009-06-02 09:28:20	20044	46
2009-06-02 09:31:40	20098	18
2009-06-02 09:45:00	20009	2
2009-06-02 09:48:20	20092	21
2009-06-02 09:55:00	20028	25
2009-06-02 10:05:00	20061	35
2009-06-02 10:21:40	20071	42
2009-06-02 10:25:00	20080	49
2009-06-02 10:31:40	20045	10
2009-06-02 10:35:00	20060	26
2009-06-02 10:38:20	20008	41
2009-06-02 10:41:40	20068	49
2009-06-02 10:45:00	20083	19
2009-06-02 10:48:20	20090	27
2009-06-02 10:51:40	20093	48
2009-06-02 10:55:00	20071	34
2009-06-02 10:58:20	20076	30
2009-06-02 11:01:40	20041	28
2009-06-02 11:05:00	20045	20
2009-06-02 11:11:40	20043	32
2009-06-02 11:15:00	20097	24
2009-06-02 11:18:20	20048	36
2009-06-02 11:25:00	20088	17
2009-06-02 11:38:20	20044	39
2009-06-02 11:45:00	20048	7
2009-06-02 11:48:20	20086	1
2009-06-02 11:55:00	20019	2
2009-06-02 11:58:20	20082	39
2009-06-02 12:01:40	20053	28
2009-06-02 12:05:00	20015	38
2009-06-02 12:08:20	20045	49
2009-06-02 12:11:40	20065	34
2009-06-02 12:15:00	20019	9
2009-06-02 12:25:00	20034	18
2009-06-02 12:28:20	20051	40
2009-06-02 12:35:00	20029	12
2009-06-02 12:38:20	20009	40
2009-06-02 12:41:40	20080	5
2009-06-02 12:58:20	20085	9
2009-06-02 13:08:20	20092	1
2009-06-02 13:15:00	20014	25
2009-06-02 13:18:20	20096	38
2009-06-02 13:21:40	20029	47
2009-06-02 13:25:00	20041	42
2009-06-02 13:28:20	20066	4
2009-06-02 13:35:00	20003	37
2009-06-02 13:41:40	20095	1
2009-06-02 13:45:00	20031	12
2009-06-02 13:58:20	20010	7
2009-06-02 14:01:40	20070	23
2009-06-02 14:15:00	20090	1
2009-06-02 14:21:40	20083	44
2009-06-02 14:25:00	20044	34
2009-06-02 14:28:20	20083	26
2009-06-02 14:31:40	20063	34
2009-06-02 14:45:00	20040	25
2009-06-02 14:48:20	20083	39
2009-06-02 14:55:00	20054	18
2009-06-02 14:58:20	20015	43
2009-06-02 15:01:40	20040	10
2009-06-02 15:05:00	20032	35
2009-06-02 15:08:20	20097	30
2009-06-02 15:11:40	20090	12
2009-06-02 15:18:20	20008	7
2009-06-02 15:25:00	20099	49
2009-06-02 15:28:20	20037	17
2009-06-02 15:31:40	20035	45
2009-06-02 15:35:00	20066	37
2009-06-02 15:38:20	20049	48
2009-06-02 15:41:40	20068	35
2009-06-02 15:45:00	20016	24
2009-06-02 15:55:00	20097	27
2009-06-02 15:58:20	20077	25
2009-06-02 16:01:40	20035	15
2009-06-02 16:05:00	20081	3
2009-06-02 16:08:20	20005	34
2009-06-02 16:11:40	20077	35
2009-06-02 16:18:20	20097	4
2009-06-02 16:21:40	20046	5
2009-06-02 16:28:20	20042	45
2009-06-02 16:31:40	20045	5
2009-06-02 16:38:20	20012	27
2009-06-02 16:45:00	20079	5
2009-06-02 16:48:20	20004	16
2009-06-02 16:55:00	20033	18
2009-06-02 16:58:20	20057	4
2009-06-02 17:01:40	20012	19
2009-06-02 17:05:00	20059	33
2009-06-02 17:08:20	20076	15
2009-06-02 17:11:40	20045	43
2009-06-02 17:15:00	20029	34
2009-06-02 17:25:00	20062	16
2009-06-02 17:28:20	20058	30
2009-06-02 17:31:40	20076	16
2009-06-02 17:35:00	20063	37
2009-06-02 17:51:40	20030	43
2009-06-02 17:55:00	20095	16
2009-06-02 17:58:20	20099	40
2009-06-02 18:01:40	20042	17
2009-06-02 18:05:00	20021	46
2009-06-02 18:08:20	20008	31
2009-06-02 18:11:40	20014	31
2009-06-02 18:15:00	20053	45
2009-06-02 18:18:20	20090	25
2009-06-02 18:25:00	20042	45
2009-06-02 18:31:40	20044	34
2009-06-02 18:38:20	20081	1
2009-06-02 18:41:40	20004	48
2009-06-02 18:45:00	20013	40
2009-06-02 18:48:20	20096	38
2009-06-02 18:51:40	20032	3
2009-06-02 18:55:00	20011	46
2009-06-02 18:58:20	20036	17
2009-06-02 19:01:40	20068	11
2009-06-02 19:08:20	20028	24
2009-06-02 19:15:00	20004	25
2009-06-02 19:21:40	20081	2
2009-06-02 19:25:00	20087	41
2009-06-02 19:38:20	20006	22
2009-06-02 19:41:40	20062	14
2009-06-02 19:45:00	20059	29
2009-06-02 19:48:20	20071	5
2009-06-02 19:55:00	20085	26
2009-06-02 20:01:40	20096	25
2009-06-02 20:05:00	20007	49
2009-06-02 20:08:20	20038	30
2009-06-02 20:11:40	20036	21
2009-06-02 20:38:20	20084	32
2009-06-02 20:41:40	20041	1
2009-06-02 20:45:00	20098	37
2009-06-02 20:48:20	20100	24
2009-06-02 20:51:40	20030	13
2009-06-02 20:55:00	20028	33
2009-06-02 21:01:40	20078	26
2009-06-02 21:11:40	20014	37
2009-06-02 21:15:00	20010	48
2009-06-02 21:18:20	20066	7
2009-06-02 21:21:40	20059	22
2009-06-02 21:25:00	20014	14
2009-06-02 21:28:20	20003	31
2009-06-03 08:18:20	20094	44
2009-06-03 08:21:40	20017	8
2009-06-03 08:25:00	20052	13
2009-06-03 08:31:40	20017	23
2009-06-03 08:35:00	20082	45
2009-06-03 08:41:40	20045	3
2009-06-03 08:45:00	20050	35
2009-06-03 08:48:20	20059	44
2009-06-03 08:51:40	20078	29
2009-06-03 08:55:00	20097	48
2009-06-03 09:01:40	20022	37
2009-06-03 09:05:00	20094	39
2009-06-03 09:08:20	20018	23
2009-06-03 09:11:40	20031	23
2009-06-03 09:15:00	20095	10
2009-06-03 09:18:20	20095	39
2009-06-03 09:25:00	20072	4
2009-06-03 09:28:20	20093	47
2009-06-03 09:55:00	20046	7
2009-06-03 09:58:20	20047	40
2009-06-03 10:05:00	20011	26
2009-06-03 10:11:40	20051	37
2009-06-03 10:15:00	20004	46
2009-06-03 10:18:20	20005	18
2009-06-03 10:25:00	20025	44
2009-06-03 10:31:40	20022	46
2009-06-03 10:35:00	20072	20
2009-06-03 10:41:40	20073	47
2009-06-03 10:45:00	20047	8
2009-06-03 10:48:20	20021	18
2009-06-03 10:51:40	20068	28
2009-06-03 10:58:20	20057	17
2009-06-03 11:08:20	20066	14
2009-06-03 11:11:40	20024	32
2009-06-03 11:15:00	20074	17
2009-06-03 11:21:40	20063	12
2009-06-03 11:25:00	20074	28
2009-06-03 11:28:20	20070	9
2009-06-03 11:35:00	20001	33
2009-06-03 11:38:20	20014	37
2009-06-03 11:41:40	20018	5
2009-06-03 11:45:00	20056	12
2009-06-03 11:51:40	20056	38
2009-06-03 11:55:00	20031	50
2009-06-03 11:58:20	20025	42
2009-06-03 12:01:40	20043	35
2009-06-03 12:05:00	20087	30
2009-06-03 12:15:00	20072	31
2009-06-03 12:18:20	20039	36
2009-06-03 12:21:40	20068	39
2009-06-03 12:31:40	20084	5
2009-06-03 12:35:00	20093	47
2009-06-03 12:41:40	20033	9
2009-06-03 12:55:00	20082	15
2009-06-03 12:58:20	20083	14
2009-06-03 13:01:40	20058	11
2009-06-03 13:05:00	20008	26
2009-06-03 13:08:20	20050	23
2009-06-03 13:11:40	20072	7
2009-06-03 13:15:00	20065	28
2009-06-03 13:18:20	20032	13
2009-06-03 13:21:40	20054	15
2009-06-03 13:35:00	20017	1
2009-06-03 13:38:20	20053	42
2009-06-03 13:45:00	20028	11
2009-06-03 13:55:00	20040	33
2009-06-03 14:05:00	20040	8
2009-06-03 14:11:40	20032	15
2009-06-03 14:15:00	20069	49
2009-06-03 14:18:20	20007	39
2009-06-03 14:21:40	20056	9
2009-06-03 14:25:00	20044	30
2009-06-03 14:28:20	20060	31
2009-06-03 14:31:40	20045	2
2009-06-03 14:35:00	20093	22
2009-06-03 14:38:20	20093	8
2009-06-03 14:41:40	20073	47
2009-06-03 14:45:00	20045	30
2009-06-03 14:48:20	20078	45
2009-06-03 14:51:40	20049	44
2009-06-03 14:55:00	20073	25
2009-06-03 14:58:20	20017	26
2009-06-03 15:05:00	20022	6
2009-06-03 15:18:20	20028	30
2009-06-03 15:21:40	20085	26
2009-06-03 15:25:00	20045	27
2009-06-03 15:31:40	20070	44
2009-06-03 15:35:00	20007	19
2009-06-03 15:38:20	20093	40
2009-06-03 15:41:40	20070	8
2009-06-03 15:45:00	20069	37
2009-06-03 15:48:20	20032	34
2009-06-03 15:51:40	20074	2
2009-06-03 15:55:00	20021	25
2009-06-03 15:58:20	20056	7
2009-06-03 16:01:40	20077	48
2009-06-03 16:05:00	20017	48
2009-06-03 16:11:40	20027	6
2009-06-03 16:15:00	20044	42
2009-06-03 16:18:20	20084	40
2009-06-03 16:25:00	20085	24
2009-06-03 16:28:20	20094	17
2009-06-03 16:35:00	20059	9
2009-06-03 16:38:20	20093	29
2009-06-03 16:41:40	20003	7
2009-06-03 16:51:40	20027	46
2009-06-03 16:55:00	20040	9
2009-06-03 16:58:20	20042	29
2009-06-03 17:01:40	20004	25
2009-06-03 17:05:00	20029	18
2009-06-03 17:08:20	20026	21
2009-06-03 17:11:40	20095	35
2009-06-03 17:15:00	20043	48
2009-06-03 17:18:20	20006	47
2009-06-03 17:28:20	20076	23
2009-06-03 17:31:40	20026	12
2009-06-03 17:41:40	20068	16
2009-06-03 17:45:00	20068	9
2009-06-03 18:01:40	20001	8
2009-06-03 18:05:00	20071	33
2009-06-03 18:08:20	20015	15
2009-06-03 18:11:40	20094	39
2009-06-03 18:15:00	20011	45
2009-06-03 18:18:20	20026	46
2009-06-03 18:25:00	20054	20
2009-06-03 18:28:20	20005	35
2009-06-03 18:31:40	20094	45
2009-06-03 18:41:40	20046	6
2009-06-03 18:55:00	20074	4
2009-06-03 18:58:20	20084	5
2009-06-03 19:05:00	20087	18
2009-06-03 19:08:20	20002	31
2009-06-03 19:15:00	20047	32
2009-06-03 19:18:20	20096	2
2009-06-03 19:25:00	20077	7
2009-06-03 19:35:00	20022	17
2009-06-03 19:41:40	20067	47
2009-06-03 19:45:00	20018	48
2009-06-03 19:48:20	20026	31
2009-06-03 19:51:40	20028	14
2009-06-03 19:58:20	20095	46
2009-06-03 20:08:20	20001	31
2009-06-03 20:18:20	20025	20
2009-06-03 20:21:40	20071	40
2009-06-03 20:28:20	20054	39
2009-06-03 20:31:40	20027	10
2009-06-03 20:45:00	20068	22
2009-06-03 20:51:40	20079	19
2009-06-03 20:55:00	20038	13
2009-06-03 20:58:20	20090	11
2009-06-03 21:01:40	20095	15
2009-06-03 21:05:00	20022	3
2009-06-03 21:11:40	20057	17
2009-06-03 21:15:00	20060	5
2009-06-03 21:18:20	20005	18
2009-06-03 21:25:00	20011	42
2009-06-03 21:28:20	20085	2
2009-06-04 08:08:20	20051	35
2009-06-04 08:11:40	20028	17
2009-06-04 08:25:00	20038	29
2009-06-04 08:28:20	20085	16
2009-06-04 08:31:40	20037	6
2009-06-04 08:35:00	20001	6
2009-06-04 08:38:20	20021	33
2009-06-04 08:41:40	20039	36
2009-06-04 08:45:00	20008	44
2009-06-04 08:48:20	20090	8
2009-06-04 08:51:40	20051	24
2009-06-04 08:55:00	20080	13
2009-06-04 08:58:20	20022	7
2009-06-04 09:01:40	20081	15
2009-06-04 09:05:00	20054	25
2009-06-04 09:08:20	20019	1
2009-06-04 09:11:40	20065	15
2009-06-04 09:18:20	20048	6
2009-06-04 09:28:20	20019	9
2009-06-04 09:38:20	20048	37
2009-06-04 09:48:20	20067	13
2009-06-04 09:51:40	20094	29
2009-06-04 09:58:20	20066	50
2009-06-04 10:01:40	20030	7
2009-06-04 10:05:00	20096	30
2009-06-04 10:11:40	20069	40
2009-06-04 10:18:20	20023	19
2009-06-04 10:21:40	20056	33
2009-06-04 10:31:40	20090	32
2009-06-04 10:35:00	20098	34
2009-06-04 10:41:40	20062	41
2009-06-04 10:45:00	20005	27
2009-06-04 10:55:00	20092	24
2009-06-04 11:01:40	20056	48
2009-06-04 11:05:00	20015	19
2009-06-04 11:08:20	20048	19
2009-06-04 11:11:40	20029	43
2009-06-04 11:18:20	20056	1
2009-06-04 11:25:00	20066	36
2009-06-04 11:35:00	20096	6
2009-06-04 11:38:20	20033	49
2009-06-04 11:45:00	20052	24
2009-06-04 11:51:40	20011	43
2009-06-04 11:58:20	20088	47
2009-06-04 12:05:00	20025	13
2009-06-04 12:08:20	20069	39
2009-06-04 12:15:00	20010	29
2009-06-04 12:18:20	20048	9
2009-06-04 12:21:40	20080	19
2009-06-04 12:25:00	20009	32
2009-06-04 12:31:40	20092	8
2009-06-04 12:35:00	20083	31
2009-06-04 12:41:40	20051	39
2009-06-04 12:55:00	20001	34
2009-06-04 12:58:20	20073	45
2009-06-04 13:05:00	20081	50
2009-06-04 13:08:20	20038	3
2009-06-04 13:11:40	20083	18
2009-06-04 13:18:20	20096	19
2009-06-04 13:25:00	20036	31
2009-06-04 13:28:20	20012	30
2009-06-04 13:31:40	20047	39
2009-06-04 13:35:00	20021	33
2009-06-04 13:41:40	20020	24
2009-06-04 13:45:00	20027	16
2009-06-04 13:48:20	20083	33
2009-06-04 13:51:40	20012	41
2009-06-04 13:55:00	20068	2
2009-06-04 13:58:20	20096	27
2009-06-04 14:05:00	20086	37
2009-06-04 14:08:20	20090	27
2009-06-04 14:11:40	20038	37
2009-06-04 14:18:20	20005	12
2009-06-04 14:21:40	20043	2
2009-06-04 14:35:00	20083	45
2009-06-04 14:38:20	20092	15
2009-06-04 14:45:00	20080	17
2009-06-04 14:58:20	20063	27
2009-06-04 15:05:00	20039	30
2009-06-04 15:08:20	20010	24
2009-06-04 15:11:40	20060	4
2009-06-04 15:15:00	20005	20
2009-06-04 15:18:20	20001	27
2009-06-04 15:25:00	20059	10
2009-06-04 15:28:20	20061	19
2009-06-04 15:35:00	20003	50
2009-06-04 15:38:20	20060	3
2009-06-04 15:41:40	20056	12
2009-06-04 15:45:00	20048	44
2009-06-04 15:55:00	20088	49
2009-06-04 15:58:20	20020	49
2009-06-04 16:05:00	20069	6
2009-06-04 16:08:20	20063	38
2009-06-04 16:15:00	20079	47
2009-06-04 16:21:40	20011	34
2009-06-04 16:25:00	20042	50
2009-06-04 16:28:20	20054	43
2009-06-04 16:31:40	20061	17
2009-06-04 16:35:00	20065	35
2009-06-04 16:38:20	20089	32
2009-06-04 16:45:00	20041	5
2009-06-04 16:48:20	20033	41
2009-06-04 16:51:40	20033	11
2009-06-04 16:55:00	20021	21
2009-06-04 16:58:20	20091	17
2009-06-04 17:01:40	20032	24
2009-06-04 17:08:20	20053	21
2009-06-04 17:15:00	20049	19
2009-06-04 17:28:20	20032	22
2009-06-04 17:31:40	20058	33
2009-06-04 17:35:00	20096	10
2009-06-04 17:41:40	20073	15
2009-06-04 17:45:00	20045	19
2009-06-04 17:55:00	20054	24
2009-06-04 18:05:00	20048	14
2009-06-04 18:08:20	20040	44
2009-06-04 18:11:40	20010	21
2009-06-04 18:18:20	20009	31
2009-06-04 18:25:00	20013	35
2009-06-04 18:31:40	20046	14
2009-06-04 18:35:00	20088	31
2009-06-04 18:41:40	20089	34
2009-06-04 18:45:00	20038	45
2009-06-04 18:48:20	20002	19
2009-06-04 18:51:40	20076	32
2009-06-04 18:58:20	20022	38
2009-06-04 19:01:40	20098	45
2009-06-04 19:08:20	20001	44
2009-06-04 19:15:00	20059	9
2009-06-04 19:18:20	20085	8
2009-06-04 19:21:40	20091	3
2009-06-04 19:25:00	20043	1
2009-06-04 19:28:20	20045	29
2009-06-04 19:31:40	20072	22
2009-06-04 19:38:20	20031	46
2009-06-04 19:41:40	20018	12
2009-06-04 19:45:00	20066	31
2009-06-04 19:58:20	20036	6
2009-06-04 20:01:40	20041	6
2009-06-04 20:05:00	20045	18
2009-06-04 20:08:20	20071	23
2009-06-04 20:11:40	20038	42
2009-06-04 20:15:00	20080	33
2009-06-04 20:18:20	20016	6
2009-06-04 20:25:00	20051	3
2009-06-04 20:28:20	20054	35
2009-06-04 20:31:40	20056	49
2009-06-04 20:35:00	20005	50
2009-06-04 20:45:00	20003	7
2009-06-04 20:51:40	20019	28
2009-06-04 20:55:00	20025	33
2009-06-04 20:58:20	20067	7
2009-06-04 21:01:40	20019	30
2009-06-04 21:11:40	20056	28
2009-06-04 21:18:20	20048	4
2009-06-04 21:21:40	20062	37
2009-06-04 21:25:00	20008	40
2009-06-04 21:28:20	20071	21
2009-06-05 08:01:40	20031	18
2009-06-05 08:05:00	20052	4
2009-06-05 08:11:40	20030	18
2009-06-05 08:15:00	20031	44
2009-06-05 08:18:20	20006	31
2009-06-05 08:21:40	20072	11
2009-06-05 08:25:00	20066	44
2009-06-05 08:28:20	20029	6
2009-06-05 08:41:40	20080	10
2009-06-05 08:45:00	20058	49
2009-06-05 08:48:20	20051	11
2009-06-05 09:01:40	20006	25
2009-06-05 09:05:00	20075	7
2009-06-05 09:11:40	20098	18
2009-06-05 09:15:00	20012	33
2009-06-05 09:18:20	20069	34
2009-06-05 09:21:40	20006	24
2009-06-05 09:25:00	20088	44
2009-06-05 09:35:00	20040	27
2009-06-05 09:41:40	20077	18
2009-06-05 09:48:20	20015	39
2009-06-05 09:51:40	20093	46
2009-06-05 09:58:20	20079	48
2009-06-05 10:05:00	20097	37
2009-06-05 10:08:20	20082	16
2009-06-05 10:11:40	20026	36
2009-06-05 10:18:20	20025	35
2009-06-05 10:21:40	20074	32
2009-06-05 10:25:00	20091	39
2009-06-05 10:28:20	20081	11
2009-06-05 10:31:40	20083	43
2009-06-05 10:41:40	20049	33
2009-06-05 10:48:20	20027	18
2009-06-05 10:51:40	20005	33
2009-06-05 10:55:00	20017	20
2009-06-05 11:05:00	20015	47
2009-06-05 11:11:40	20037	37
2009-06-05 11:18:20	20060	20
2009-06-05 11:21:40	20033	1
2009-06-05 11:28:20	20094	28
2009-06-05 11:31:40	20088	2
2009-06-05 11:38:20	20049	42
2009-06-05 11:55:00	20086	17
2009-06-05 12:01:40	20037	34
2009-06-05 12:05:00	20077	11
2009-06-05 12:08:20	20098	46
2009-06-05 12:11:40	20091	3
2009-06-05 12:21:40	20065	4
2009-06-05 12:28:20	20004	38
2009-06-05 12:31:40	20049	11
2009-06-05 12:41:40	20072	20
2009-06-05 12:45:00	20039	20
2009-06-05 12:48:20	20090	43
2009-06-05 12:55:00	20020	33
2009-06-05 12:58:20	20038	26
2009-06-05 13:01:40	20020	32
2009-06-05 13:08:20	20005	21
2009-06-05 13:11:40	20013	24
2009-06-05 13:15:00	20086	7
2009-06-05 13:18:20	20029	43
2009-06-05 13:21:40	20073	20
2009-06-05 13:35:00	20078	50
2009-06-05 13:38:20	20042	1
2009-06-05 13:45:00	20078	6
2009-06-05 13:48:20	20010	27
2009-06-05 13:51:40	20052	38
2009-06-05 13:55:00	20067	4
2009-06-05 14:01:40	20025	6
2009-06-05 14:05:00	20012	6
2009-06-05 14:08:20	20017	43
2009-06-05 14:15:00	20081	19
2009-06-05 14:18:20	20068	15
2009-06-05 14:25:00	20022	17
2009-06-05 14:28:20	20067	21
2009-06-05 14:35:00	20012	11
2009-06-05 14:38:20	20025	48
2009-06-05 14:48:20	20034	31
2009-06-05 14:51:40	20070	23
2009-06-05 14:55:00	20045	38
2009-06-05 15:08:20	20033	1
2009-06-05 15:11:40	20083	43
2009-06-05 15:18:20	20093	13
2009-06-05 15:28:20	20004	36
2009-06-05 15:38:20	20036	45
2009-06-05 15:41:40	20100	46
2009-06-05 15:48:20	20063	19
2009-06-05 15:51:40	20040	46
2009-06-05 15:55:00	20078	46
2009-06-05 15:58:20	20056	43
2009-06-05 16:05:00	20082	40
2009-06-05 16:15:00	20061	1
2009-06-05 16:18:20	20091	23
2009-06-05 16:21:40	20062	23
2009-06-05 16:25:00	20054	16
2009-06-05 16:31:40	20015	47
2009-06-05 16:35:00	20085	7
2009-06-05 16:41:40	20011	32
2009-06-05 16:45:00	20066	1
2009-06-05 16:51:40	20100	35
2009-06-05 16:55:00	20013	2
2009-06-05 17:08:20	20008	49
2009-06-05 17:11:40	20008	18
2009-06-05 17:15:00	20086	41
2009-06-05 17:28:20	20098	20
2009-06-05 17:35:00	20091	9
2009-06-05 17:38:20	20078	16
2009-06-05 17:41:40	20044	40
2009-06-05 17:45:00	20019	34
2009-06-05 17:48:20	20018	50
2009-06-05 17:51:40	20053	7
2009-06-05 17:55:00	20017	9
2009-06-05 18:05:00	20022	42
2009-06-05 18:08:20	20069	40
2009-06-05 18:11:40	20078	10
2009-06-05 18:18:20	20047	15
2009-06-05 18:25:00	20050	38
2009-06-05 18:28:20	20087	8
2009-06-05 18:31:40	20030	26
2009-06-05 18:35:00	20095	15
2009-06-05 18:38:20	20096	43
2009-06-05 18:41:40	20093	4
2009-06-05 18:45:00	20025	4
2009-06-05 18:48:20	20060	15
2009-06-05 18:51:40	20032	15
2009-06-05 18:55:00	20015	35
2009-06-05 18:58:20	20087	25
2009-06-05 19:08:20	20088	26
2009-06-05 19:11:40	20077	11
2009-06-05 19:15:00	20016	42
2009-06-05 19:18:20	20087	33
2009-06-05 19:21:40	20039	46
2009-06-05 19:28:20	20001	9
2009-06-05 19:38:20	20010	24
2009-06-05 19:41:40	20043	26
2009-06-05 19:48:20	20040	33
2009-06-05 20:01:40	20087	20
2009-06-05 20:08:20	20004	12
2009-06-05 20:15:00	20027	46
2009-06-05 20:18:20	20052	17
2009-06-05 20:21:40	20087	34
2009-06-05 20:25:00	20007	15
2009-06-05 20:31:40	20018	15
2009-06-05 20:35:00	20013	46
2009-06-05 20:38:20	20050	14
2009-06-05 20:41:40	20084	22
2009-06-05 20:45:00	20100	37
2009-06-05 20:48:20	20056	34
2009-06-05 20:51:40	20012	34
2009-06-05 20:55:00	20061	5
