Date	Customer	Amount
2009-07-05 00:00:00	10065	10
2009-07-05 00:00:00	10068	10
2009-07-05 00:00:00	10152	80
2009-07-05 00:00:00	10182	240
2009-07-05 00:00:00	10189	360
2009-07-06 00:00:00	10004	310
2009-07-06 00:00:00	10016	140
2009-07-06 00:00:00	10029	30
2009-07-06 00:00:00	10127	210
2009-07-07 00:00:00	10036	310
2009-07-07 00:00:00	10114	230
2009-07-07 00:00:00	10136	330
2009-07-07 00:00:00	10137	260
2009-07-07 00:00:00	10138	380
2009-07-07 00:00:00	10164	30
2009-07-07 00:00:00	10193	240
2009-07-08 00:00:00	10015	10
2009-07-08 00:00:00	10054	90
2009-07-08 00:00:00	10069	280
2009-07-08 00:00:00	10104	260
2009-07-08 00:00:00	10200	40
2009-07-09 00:00:00	10020	220
2009-07-09 00:00:00	10041	270
2009-07-09 00:00:00	10058	90
2009-07-09 00:00:00	10074	220
2009-07-09 00:00:00	10085	20
2009-07-09 00:00:00	10116	70
2009-07-09 00:00:00	10151	360
2009-07-09 00:00:00	10178	330
2009-07-09 00:00:00	10195	190
2009-07-10 00:00:00	10012	60
2009-07-10 00:00:00	10033	340
2009-07-10 00:00:00	10059	70
2009-07-10 00:00:00	10063	310
2009-07-10 00:00:00	10072	340
2009-07-10 00:00:00	10078	270
2009-07-10 00:00:00	10090	370
2009-07-10 00:00:00	10123	330
2009-07-10 00:00:00	10150	380
2009-07-10 00:00:00	10185	250
2009-07-11 00:00:00	10007	390
2009-07-11 00:00:00	10061	180
2009-07-11 00:00:00	10064	380
2009-07-11 00:00:00	10088	250
2009-07-11 00:00:00	10100	10
2009-07-11 00:00:00	10175	40
2009-07-11 00:00:00	10180	350
2009-07-12 00:00:00	10026	70
2009-07-12 00:00:00	10062	290
2009-07-12 00:00:00	10106	20
2009-07-12 00:00:00	10146	40
2009-07-12 00:00:00	10183	170
2009-07-13 00:00:00	10022	400
2009-07-13 00:00:00	10057	90
2009-07-13 00:00:00	10067	60
2009-07-13 00:00:00	10077	280
2009-07-13 00:00:00	10091	40
2009-07-13 00:00:00	10098	120
2009-07-13 00:00:00	10107	250
2009-07-13 00:00:00	10120	80
2009-07-13 00:00:00	10135	300
2009-07-13 00:00:00	10154	240
2009-07-14 00:00:00	10028	90
2009-07-14 00:00:00	10039	50
2009-07-14 00:00:00	10049	380
2009-07-14 00:00:00	10122	310
2009-07-14 00:00:00	10140	340
2009-07-14 00:00:00	10153	350
2009-07-15 00:00:00	10087	330
2009-07-15 00:00:00	10191	280
2009-07-16 00:00:00	10046	310
2009-07-16 00:00:00	10050	100
2009-07-16 00:00:00	10105	220
2009-07-16 00:00:00	10113	30
2009-07-16 00:00:00	10128	320
2009-07-16 00:00:00	10170	300
2009-07-16 00:00:00	10176	150
2009-07-17 00:00:00	10002	220
2009-07-17 00:00:00	10017	270
2009-07-17 00:00:00	10023	100
2009-07-17 00:00:00	10048	90
2009-07-17 00:00:00	10070	320
2009-07-17 00:00:00	10094	360
2009-07-17 00:00:00	10147	330
2009-07-17 00:00:00	10168	100
2009-07-17 00:00:00	10172	300
2009-07-17 00:00:00	10181	60
2009-07-17 00:00:00	10192	340
2009-07-17 00:00:00	10197	280
2009-07-18 00:00:00	10055	30
2009-07-18 00:00:00	10080	320
2009-07-18 00:00:00	10081	70
2009-07-18 00:00:00	10102	80
2009-07-19 00:00:00	10044	350
2009-07-19 00:00:00	10047	310
2009-07-19 00:00:00	10089	200
2009-07-19 00:00:00	10130	330
2009-07-19 00:00:00	10131	220
2009-07-19 00:00:00	10139	120
2009-07-19 00:00:00	10167	370
2009-07-19 00:00:00	10174	310
2009-07-20 00:00:00	10119	240
2009-07-20 00:00:00	10142	170
2009-07-20 00:00:00	10159	170
2009-07-20 00:00:00	10188	40
2009-07-21 00:00:00	10008	280
2009-07-21 00:00:00	10011	260
2009-07-21 00:00:00	10037	110
2009-07-21 00:00:00	10056	100
2009-07-22 00:00:00	10038	270
2009-07-22 00:00:00	10043	80
2009-07-22 00:00:00	10051	180
2009-07-22 00:00:00	10082	190
2009-07-22 00:00:00	10096	360
2009-07-22 00:00:00	10097	290
2009-07-22 00:00:00	10124	100
2009-07-22 00:00:00	10166	50
2009-07-22 00:00:00	10187	30
2009-07-23 00:00:00	10010	160
2009-01-10 00:00:00	10015	30
2009-01-10 00:00:00	10051	280
2009-01-10 00:00:00	10107	70
2009-01-10 00:00:00	10126	380
2009-01-10 00:00:00	10147	70
2009-01-10 00:00:00	10154	150
2009-01-10 00:00:00	10170	50
2009-01-10 00:00:00	10185	170
2009-01-11 00:00:00	10037	30
2009-01-11 00:00:00	10039	290
2009-01-11 00:00:00	10084	360
2009-01-11 00:00:00	10112	370
2009-01-11 00:00:00	10136	90
2009-01-11 00:00:00	10141	340
2009-01-11 00:00:00	10143	30
2009-01-11 00:00:00	10157	260
2009-01-12 00:00:00	10072	320
2009-01-12 00:00:00	10090	20
2009-01-12 00:00:00	10101	400
2009-01-12 00:00:00	10149	290
2009-01-12 00:00:00	10152	60
2009-01-12 00:00:00	10176	100
2009-01-13 00:00:00	10014	280
2009-01-13 00:00:00	10031	270
2009-01-13 00:00:00	10060	220
2009-01-13 00:00:00	10106	350
2009-01-13 00:00:00	10108	180
2009-01-13 00:00:00	10159	400
2009-01-13 00:00:00	10178	10
2009-01-13 00:00:00	10186	290
2009-01-14 00:00:00	10004	30
2009-01-14 00:00:00	10054	300
2009-01-14 00:00:00	10056	70
2009-01-14 00:00:00	10169	280
2009-01-15 00:00:00	10000	190
2009-01-15 00:00:00	10010	280
2009-01-15 00:00:00	10011	40
2009-01-15 00:00:00	10016	400
2009-01-15 00:00:00	10065	290
2009-01-15 00:00:00	10066	300
2009-01-15 00:00:00	10067	10
2009-01-15 00:00:00	10111	190
2009-01-16 00:00:00	10021	60
2009-01-16 00:00:00	10036	10
2009-01-16 00:00:00	10045	40
2009-01-16 00:00:00	10047	210
2009-01-16 00:00:00	10094	310
2009-01-16 00:00:00	10132	350
2009-01-16 00:00:00	10161	80
2009-01-16 00:00:00	10177	390
2009-01-16 00:00:00	10181	100
2009-01-16 00:00:00	10199	260
2009-01-17 00:00:00	10038	100
2009-01-17 00:00:00	10053	190
2009-01-17 00:00:00	10103	140
2009-01-17 00:00:00	10122	270
2009-01-17 00:00:00	10134	320
2009-01-17 00:00:00	10163	130
2009-01-17 00:00:00	10173	340
2009-01-17 00:00:00	10198	20
2009-01-18 00:00:00	10001	250
2009-01-18 00:00:00	10003	230
2009-01-18 00:00:00	10006	160
2009-01-18 00:00:00	10008	80
2009-01-18 00:00:00	10012	30
2009-01-18 00:00:00	10023	210
2009-01-18 00:00:00	10046	300
2009-01-18 00:00:00	10050	360
2009-01-18 00:00:00	10062	340
2009-01-18 00:00:00	10071	60
2009-01-18 00:00:00	10073	280
2009-01-18 00:00:00	10076	370
2009-01-18 00:00:00	10091	120
2009-01-18 00:00:00	10093	250
2009-01-18 00:00:00	10110	140
2009-01-18 00:00:00	10120	310
2009-01-18 00:00:00	10125	30
2009-01-18 00:00:00	10175	210
2009-01-18 00:00:00	10191	110
2009-01-19 00:00:00	10019	250
2009-01-19 00:00:00	10022	70
2009-01-19 00:00:00	10095	110
2009-01-19 00:00:00	10098	310
2009-01-19 00:00:00	10124	340
2009-01-19 00:00:00	10127	300
2009-01-19 00:00:00	10192	200
2009-01-20 00:00:00	10002	230
2009-01-20 00:00:00	10035	330
2009-01-20 00:00:00	10087	310
2009-01-20 00:00:00	10096	360
2009-01-20 00:00:00	10113	80
2009-01-20 00:00:00	10128	130
2009-01-20 00:00:00	10146	40
2009-01-20 00:00:00	10151	340
2009-01-20 00:00:00	10200	230
2009-01-21 00:00:00	10013	290
2009-01-21 00:00:00	10018	350
2009-01-21 00:00:00	10024	100
2009-01-21 00:00:00	10028	230
2009-01-21 00:00:00	10030	100
2009-01-21 00:00:00	10040	340
2009-01-21 00:00:00	10063	380
2009-01-21 00:00:00	10069	400
2009-01-21 00:00:00	10086	360
2009-01-21 00:00:00	10092	220
2009-01-21 00:00:00	10123	250
2009-01-21 00:00:00	10130	10
2009-01-21 00:00:00	10139	340
2009-01-21 00:00:00	10158	330
2009-01-21 00:00:00	10187	290
2009-01-22 00:00:00	10042	190
2009-01-22 00:00:00	10058	160
2009-01-22 00:00:00	10078	100
2009-01-22 00:00:00	10102	370
2009-01-22 00:00:00	10114	60
2009-01-22 00:00:00	10119	260
2009-01-22 00:00:00	10160	270
2009-01-22 00:00:00	10174	250
2009-01-22 00:00:00	10193	230
2009-01-22 00:00:00	10196	100
2009-01-23 00:00:00	10007	180
2009-01-23 00:00:00	10043	20
2009-01-23 00:00:00	10074	260
2009-01-23 00:00:00	10088	330
2009-01-23 00:00:00	10097	70
2009-01-23 00:00:00	10105	400
2009-01-23 00:00:00	10129	190
2009-01-23 00:00:00	10171	100
2009-01-23 00:00:00	10172	370
2009-01-23 00:00:00	10184	260
2009-01-23 00:00:00	10188	100
2009-01-23 00:00:00	10190	210
2009-01-24 00:00:00	10029	140
2009-01-24 00:00:00	10034	40
2009-01-24 00:00:00	10041	130
2009-01-24 00:00:00	10052	120
2009-01-24 00:00:00	10085	210
2009-01-24 00:00:00	10099	190
2009-01-24 00:00:00	10118	70
2009-01-24 00:00:00	10121	160
2009-01-24 00:00:00	10131	40
2009-01-24 00:00:00	10148	90
2009-01-25 00:00:00	10079	300
2009-01-25 00:00:00	10083	330
2009-01-25 00:00:00	10153	370
2009-01-25 00:00:00	10165	120
2009-01-25 00:00:00	10168	390
2009-01-26 00:00:00	10025	400
2009-01-26 00:00:00	10044	250
2009-01-26 00:00:00	10059	180
2009-01-26 00:00:00	10104	330
2009-01-26 00:00:00	10116	360
2009-01-26 00:00:00	10117	250
2009-01-26 00:00:00	10142	280
2009-01-26 00:00:00	10145	390
2009-01-26 00:00:00	10179	130
2009-01-26 00:00:00	10183	180
2009-01-27 00:00:00	10020	290
2009-01-27 00:00:00	10033	10
2009-01-27 00:00:00	10057	250
2009-01-27 00:00:00	10075	230
2009-01-27 00:00:00	10089	110
2009-01-27 00:00:00	10156	110
2009-01-27 00:00:00	10164	140
2009-01-27 00:00:00	10166	10
2009-01-27 00:00:00	10180	160
2009-01-28 00:00:00	10005	70
2009-01-28 00:00:00	10017	400
2009-01-28 00:00:00	10026	120
2009-01-28 00:00:00	10048	360
2009-01-28 00:00:00	10049	110
2009-01-28 00:00:00	10055	290
2009-01-28 00:00:00	10064	120
2009-01-28 00:00:00	10077	210
2009-01-28 00:00:00	10109	270
2009-01-28 00:00:00	10115	240
2009-01-28 00:00:00	10133	280
2009-01-28 00:00:00	10167	210
2009-01-28 00:00:00	10195	100
2009-01-29 00:00:00	10061	280
2009-01-29 00:00:00	10135	220
2009-01-29 00:00:00	10144	390
2009-01-29 00:00:00	10162	380
2009-01-29 00:00:00	10189	180
2009-01-29 00:00:00	10197	220
2009-01-30 00:00:00	10027	140
2009-01-30 00:00:00	10032	50
2009-01-30 00:00:00	10068	260
2009-01-30 00:00:00	10080	130
2009-01-30 00:00:00	10140	100
2009-01-30 00:00:00	10155	320
2009-01-30 00:00:00	10182	390
2009-01-31 00:00:00	10009	300
2009-01-31 00:00:00	10070	210
2009-02-26 00:00:00	10094	160
2009-02-26 00:00:00	10111	170
2009-02-26 00:00:00	10114	270
2009-02-26 00:00:00	10126	400
2009-02-26 00:00:00	10153	160
2009-02-26 00:00:00	10174	50
2009-02-27 00:00:00	10008	280
2009-02-27 00:00:00	10091	380
2009-02-27 00:00:00	10099	270
2009-02-27 00:00:00	10110	230
2009-02-27 00:00:00	10115	320
2009-02-27 00:00:00	10166	70
2009-02-28 00:00:00	10090	180
2009-02-28 00:00:00	10164	110
2009-03-01 00:00:00	10017	270
2009-03-01 00:00:00	10028	350
2009-03-01 00:00:00	10063	260
2009-03-01 00:00:00	10093	290
2009-03-02 00:00:00	10047	310
2009-03-02 00:00:00	10068	250
2009-03-02 00:00:00	10120	220
2009-03-02 00:00:00	10133	380
2009-03-02 00:00:00	10135	300
2009-03-03 00:00:00	10014	90
2009-03-03 00:00:00	10021	350
2009-03-03 00:00:00	10096	170
2009-03-04 00:00:00	10002	240
2009-03-04 00:00:00	10049	40
2009-03-04 00:00:00	10079	390
2009-03-04 00:00:00	10094	220
2009-03-04 00:00:00	10111	290
2009-03-04 00:00:00	10122	50
2009-03-04 00:00:00	10128	20
2009-03-04 00:00:00	10134	300
2009-03-04 00:00:00	10142	140
2009-03-04 00:00:00	10173	20
2009-03-05 00:00:00	10024	130
2009-03-05 00:00:00	10029	240
2009-03-05 00:00:00	10088	20
2009-03-05 00:00:00	10145	240
2009-03-05 00:00:00	10164	240
2009-03-05 00:00:00	10189	150
2009-03-06 00:00:00	10009	240
2009-03-06 00:00:00	10118	390
2009-03-06 00:00:00	10153	70
2009-03-06 00:00:00	10160	350
2009-03-06 00:00:00	10169	240
2009-03-06 00:00:00	10180	220
2009-03-06 00:00:00	10199	370
2009-03-07 00:00:00	10075	190
2009-03-07 00:00:00	10087	270
2009-03-07 00:00:00	10099	130
2009-03-07 00:00:00	10129	310
2009-03-07 00:00:00	10161	270
2009-03-08 00:00:00	10023	260
2009-03-08 00:00:00	10048	290
2009-03-08 00:00:00	10106	70
2009-03-09 00:00:00	10035	20
2009-03-09 00:00:00	10081	330
2009-03-09 00:00:00	10103	250
2009-03-09 00:00:00	10131	120
2009-03-09 00:00:00	10132	140
2009-03-09 00:00:00	10163	110
2009-03-10 00:00:00	10038	300
2009-03-10 00:00:00	10046	320
2009-03-10 00:00:00	10148	40
2009-03-10 00:00:00	10166	60
2009-03-10 00:00:00	10176	360
2009-03-10 00:00:00	10181	140
2009-03-10 00:00:00	10182	50
2009-03-10 00:00:00	10195	270
2009-03-11 00:00:00	10045	250
2009-03-11 00:00:00	10053	330
2009-03-11 00:00:00	10067	330
2009-03-11 00:00:00	10098	70
2009-03-11 00:00:00	10100	300
2009-03-11 00:00:00	10187	110
2009-03-12 00:00:00	10042	400
2009-03-12 00:00:00	10057	380
2009-03-12 00:00:00	10062	400
2009-03-12 00:00:00	10083	20
2009-03-12 00:00:00	10102	160
2009-03-12 00:00:00	10117	100
2009-03-12 00:00:00	10126	120
2009-03-12 00:00:00	10162	210
2009-03-12 00:00:00	10175	190
2009-03-13 00:00:00	10054	370
2009-03-13 00:00:00	10059	120
2009-03-13 00:00:00	10183	340
2009-03-14 00:00:00	10069	330
2009-03-14 00:00:00	10077	20
2009-03-14 00:00:00	10127	290
2009-03-14 00:00:00	10154	160
2009-03-14 00:00:00	10159	90
2009-03-14 00:00:00	10170	70
2009-03-14 00:00:00	10188	80
2009-03-15 00:00:00	10026	320
2009-03-15 00:00:00	10034	40
2009-03-15 00:00:00	10036	230
2009-03-15 00:00:00	10037	170
2009-03-15 00:00:00	10066	390
2009-03-16 00:00:00	10016	100
2009-03-16 00:00:00	10115	30
2009-03-16 00:00:00	10140	340
2009-03-16 00:00:00	10152	40
2009-03-16 00:00:00	10167	20
2009-03-16 00:00:00	10177	160
2009-03-17 00:00:00	10070	140
2009-03-17 00:00:00	10080	320
2009-03-17 00:00:00	10090	350
2009-03-17 00:00:00	10095	90
2009-03-17 00:00:00	10101	20
2009-03-17 00:00:00	10116	300
2009-03-17 00:00:00	10125	170
2009-03-17 00:00:00	10136	340
2009-03-17 00:00:00	10155	320
2009-03-17 00:00:00	10165	20
2009-03-17 00:00:00	10179	60
2009-03-17 00:00:00	10185	120
2009-03-18 00:00:00	10031	300
2009-03-18 00:00:00	10055	210
2009-03-18 00:00:00	10058	320
2009-03-18 00:00:00	10060	300
2009-03-18 00:00:00	10076	240
2009-03-18 00:00:00	10114	190
2009-03-18 00:00:00	10191	250
2009-03-19 00:00:00	10007	60
2009-03-19 00:00:00	10010	160
2009-03-19 00:00:00	10013	230
2009-03-19 00:00:00	10027	40
2009-03-19 00:00:00	10040	340
2009-03-19 00:00:00	10065	320
2009-03-19 00:00:00	10124	180
2009-03-19 00:00:00	10143	90
2009-03-20 00:00:00	10008	90
2009-03-20 00:00:00	10086	70
2009-03-20 00:00:00	10097	370
2009-03-20 00:00:00	10171	380
2009-03-20 00:00:00	10196	250
2009-03-21 00:00:00	10012	210
2009-03-21 00:00:00	10015	330
2009-03-21 00:00:00	10050	250
2009-03-21 00:00:00	10078	140
2009-03-21 00:00:00	10108	250
2009-03-21 00:00:00	10146	150
2009-03-21 00:00:00	10149	120
2009-03-21 00:00:00	10156	200
2009-03-22 00:00:00	10018	50
2009-03-22 00:00:00	10064	60
2009-03-22 00:00:00	10130	190
2009-03-22 00:00:00	10144	400
2009-03-22 00:00:00	10172	280
2009-03-22 00:00:00	10193	360
2009-03-22 00:00:00	10194	280
2009-03-23 00:00:00	10005	370
2009-03-23 00:00:00	10020	40
2009-03-23 00:00:00	10030	190
2009-03-23 00:00:00	10052	260
2009-03-23 00:00:00	10085	260
2009-03-23 00:00:00	10113	200
2009-03-23 00:00:00	10174	320
2009-03-23 00:00:00	10200	320
2009-03-24 00:00:00	10033	320
2009-03-24 00:00:00	10056	370
2009-03-24 00:00:00	10190	90
2009-03-25 00:00:00	10043	270
2009-03-25 00:00:00	10109	330
2009-03-25 00:00:00	10112	30
2009-03-25 00:00:00	10178	160
2009-03-26 00:00:00	10006	200
2009-03-26 00:00:00	10039	250
2009-03-26 00:00:00	10041	50
2009-03-26 00:00:00	10104	130
2009-03-26 00:00:00	10105	30
2009-03-26 00:00:00	10138	360
2009-03-26 00:00:00	10141	250
2009-03-26 00:00:00	10151	320
2009-03-26 00:00:00	10168	10
2009-03-26 00:00:00	10186	190
2009-03-27 00:00:00	10071	60
2009-03-27 00:00:00	10092	90
2009-03-27 00:00:00	10123	380
2009-03-28 00:00:00	10004	400
2009-03-28 00:00:00	10025	70
2009-03-28 00:00:00	10032	60
2009-03-28 00:00:00	10044	60
2009-03-28 00:00:00	10074	280
2009-03-28 00:00:00	10084	350
2009-03-28 00:00:00	10091	330
2009-03-28 00:00:00	10110	270
2009-03-28 00:00:00	10158	100
2009-03-28 00:00:00	10184	70
2009-03-28 00:00:00	10197	340
2009-03-28 00:00:00	10198	40
