Date	User	KeyID
2007-04-07 12:40:00	13982	2
2007-04-07 15:26:40	17080	1
2007-04-07 18:13:20	11502	2
2007-04-08 02:33:20	13884	2
2007-04-08 22:00:00	13771	1
2007-04-09 17:26:40	16189	2
2007-04-09 23:00:00	19954	1
2007-04-10 07:20:00	13048	1
2007-04-10 12:53:20	15215	2
2007-04-10 15:40:00	18612	2
2007-04-10 21:13:20	17062	1
2007-04-11 00:00:00	13621	2
2007-04-11 05:33:20	15244	3
2007-04-11 08:20:00	13245	2
2007-04-12 01:00:00	12889	2
2007-04-13 02:00:00	12127	2
2007-04-13 04:46:40	16629	1
2007-04-13 07:33:20	10795	1
2007-04-13 13:06:40	13219	1
2007-04-13 18:40:00	18061	3
2007-04-14 00:13:20	17811	2
2007-04-14 19:40:00	17436	2
2007-04-15 15:06:40	12104	2
2007-04-15 17:53:20	16396	1
2007-04-15 23:26:40	18102	2
2007-04-16 07:46:40	18246	2
2007-04-16 18:53:20	19196	2
2007-04-17 03:13:20	17193	3
2007-04-17 14:20:00	18548	1
2007-04-17 17:06:40	19486	3
2007-04-17 19:53:20	18670	1
2007-04-17 22:40:00	10122	2
2007-04-18 01:26:40	14044	2
2007-04-18 04:13:20	13083	1
2007-04-18 07:00:00	18208	1
2007-04-18 12:33:20	13256	2
2007-04-18 15:20:00	19121	2
2007-04-18 20:53:20	19965	2
2007-04-19 05:13:20	15256	1
2007-04-19 13:33:20	15571	2
2007-04-20 11:46:40	16829	1
2007-04-20 14:33:20	17812	1
2007-04-21 07:13:20	17202	2
2007-04-21 21:06:40	15603	1
2007-04-22 02:40:00	15392	2
2007-04-22 08:13:20	11945	2
2007-04-22 11:00:00	12930	1
2007-04-22 16:33:20	11573	2
2007-04-22 19:20:00	19467	2
2007-04-22 22:06:40	16629	1
2007-04-23 06:26:40	15398	2
2007-04-24 21:20:00	14240	2
2007-04-25 05:40:00	12413	2
2007-04-25 16:46:40	12498	1
2007-04-25 19:33:20	15426	1
2007-04-25 22:20:00	19020	1
2007-04-26 01:06:40	19891	1
2007-04-26 06:40:00	10719	1
2007-04-26 17:46:40	15503	1
2007-04-27 10:26:40	17488	1
2007-04-27 13:13:20	11010	2
2007-04-27 16:00:00	12406	3
2007-04-27 21:33:20	12760	3
2007-04-28 03:06:40	11974	2
2007-04-28 19:46:40	19567	2
2007-04-29 01:20:00	18552	2
2007-04-29 06:53:20	17298	1
2007-04-29 12:26:40	13419	1
2007-04-29 23:33:20	16173	3
2007-04-30 02:20:00	19626	2
2007-04-30 16:13:20	12996	2
2007-04-30 19:00:00	19614	2
2007-05-01 11:40:00	13827	1
2007-05-01 14:26:40	13679	1
2007-05-01 20:00:00	11874	2
2007-05-01 22:46:40	19152	1
2007-05-02 01:33:20	16987	2
2007-05-03 02:33:20	12395	2
2007-05-03 05:20:00	19505	1
2007-05-04 03:33:20	11536	2
2007-05-04 06:20:00	17321	2
2007-05-04 11:53:20	12355	1
2007-05-04 20:13:20	16655	1
2007-05-04 23:00:00	15921	3
2007-05-05 01:46:40	17183	2
2007-05-05 07:20:00	11143	2
2007-05-05 10:06:40	19497	2
2007-05-05 18:26:40	15067	2
2007-05-06 00:00:00	14893	2
2007-05-06 08:20:00	16416	1
2007-05-06 16:40:00	17960	2
2007-05-08 10:20:00	16130	1
2007-05-08 15:53:20	16424	2
2007-05-08 18:40:00	15281	1
2007-05-08 21:26:40	17431	1
2007-05-09 08:33:20	17504	2
2007-05-09 16:53:20	10418	1
2007-05-09 19:40:00	14672	1
2007-05-10 09:33:20	10305	1
2007-05-10 23:26:40	12670	2
2007-05-11 05:00:00	11214	1
2007-05-11 10:33:20	17875	2
2007-05-11 21:40:00	13026	3
2007-05-13 12:33:20	16051	1
2007-05-14 05:13:20	18630	1
2007-05-14 10:46:40	19397	1
2007-05-14 16:20:00	10220	2
2007-05-15 03:26:40	16369	2
2007-05-15 06:13:20	10423	1
2007-05-15 14:33:20	12269	2
2007-05-15 17:20:00	10096	2
2007-05-15 20:06:40	16611	2
2007-05-17 05:26:40	10544	2
2007-05-17 11:00:00	17930	1
2007-05-17 13:46:40	18493	2
2007-05-17 16:33:20	15859	2
2007-05-18 12:00:00	11224	2
2007-05-18 14:46:40	13106	2
2007-05-19 01:53:20	18091	1
2007-05-19 07:26:40	11213	1
2007-05-19 13:00:00	19655	2
2007-05-19 15:46:40	11930	2
2007-05-19 18:33:20	17845	2
2007-05-20 11:13:20	17972	2
2007-05-20 14:00:00	18006	2
2007-05-20 16:46:40	15225	1
2007-05-20 22:20:00	10909	2
2007-05-21 03:53:20	12605	3
2007-05-21 12:13:20	15072	1
2007-05-21 15:00:00	16085	1
2007-05-21 23:20:00	18087	2
2007-05-22 04:53:20	15649	2
2007-05-22 07:40:00	13484	1
2007-05-22 13:13:20	17411	1
2007-05-22 16:00:00	16082	3
2007-05-22 18:46:40	16721	1
2007-05-22 21:33:20	16867	1
2007-05-23 00:20:00	15060	2
2007-05-23 03:06:40	12863	1
2007-05-23 08:40:00	14862	2
2007-05-24 01:20:00	17748	1
2007-05-24 09:40:00	15828	1
2007-05-24 15:13:20	15805	3
2007-05-24 23:33:20	14369	2
2007-05-25 02:20:00	14718	1
2007-05-25 05:06:40	10013	2
2007-05-26 00:33:20	14749	2
2007-05-26 03:20:00	19107	2
2007-05-26 08:53:20	16479	1
2007-05-26 11:40:00	13491	2
2007-05-27 12:40:00	12695	2
2007-05-28 08:06:40	18323	2
2007-05-28 19:13:20	18368	2
2007-05-29 00:46:40	11319	1
2007-05-29 06:20:00	10179	2
2007-05-29 09:06:40	13695	2
2007-05-29 14:40:00	16549	2
2007-05-29 17:26:40	14216	2
2007-05-29 20:13:20	17653	1
2007-05-30 18:26:40	13646	1
2007-05-31 00:00:00	18439	2
2007-05-31 02:46:40	11131	2
2007-05-31 05:33:20	15968	2
2007-05-31 16:40:00	18272	1
2007-06-01 01:00:00	14872	2
2007-06-01 03:46:40	15943	1
2007-06-01 12:06:40	15321	1
2007-06-01 14:53:20	14500	1
2007-06-02 10:20:00	18234	1
2007-06-03 16:53:20	19728	1
2007-06-03 22:26:40	13697	1
2007-06-04 01:13:20	15606	2
2007-06-04 04:00:00	14460	1
2007-06-04 15:06:40	15218	2
2007-06-04 17:53:20	15293	2
2007-06-04 23:26:40	13499	2
2007-06-05 02:13:20	16917	2
2007-06-05 10:33:20	19191	2
2007-06-05 16:06:40	15646	1
2007-06-05 18:53:20	18641	1
2007-06-05 21:40:00	15000	2
2007-06-06 06:00:00	14820	2
2007-06-07 01:26:40	16087	2
2007-06-07 18:06:40	11102	1
2007-06-07 20:53:20	19787	1
2007-06-08 10:46:40	19521	3
2007-06-08 13:33:20	15056	2
2007-06-08 16:20:00	17912	2
2007-06-09 06:13:20	16001	2
2007-06-09 09:00:00	18600	2
2007-06-09 17:20:00	11395	1
2007-06-10 04:26:40	16629	2
2007-06-10 10:00:00	15741	2
2007-06-10 18:20:00	10692	1
2007-06-10 21:06:40	14547	2
2007-06-10 23:53:20	16322	2
2007-06-11 02:40:00	16571	1
2007-06-11 08:13:20	15383	2
2007-06-11 11:00:00	18052	1
2007-06-11 13:46:40	11868	2
2007-06-11 16:33:20	14710	2
2007-06-12 03:40:00	17884	1
2007-06-12 06:26:40	13061	1
2007-06-12 09:13:20	18052	2
2007-06-12 12:00:00	11090	2
2007-06-13 07:26:40	19048	2
2007-06-13 10:13:20	11194	1
2007-06-13 15:46:40	13061	2
2007-06-13 18:33:20	10589	2
2007-06-14 02:53:20	13484	2
2007-06-15 03:53:20	17377	2
2007-06-15 17:46:40	19804	2
2007-06-15 23:20:00	13908	1
2007-06-16 04:53:20	17618	3
2007-06-16 13:13:20	10495	2
2007-06-16 21:33:20	12829	1
2007-06-17 00:20:00	17386	3
2007-06-17 03:06:40	12623	1
2007-06-17 08:40:00	19547	1
2007-06-17 11:26:40	13575	2
2007-06-17 14:13:20	14242	1
2007-06-17 17:00:00	18581	2
2007-06-17 22:33:20	12736	2
2007-06-18 09:40:00	18150	2
2007-06-18 18:00:00	15962	1
2007-06-18 20:46:40	10726	3
2007-06-19 16:13:20	18977	2
2007-06-20 14:26:40	14542	2
2007-06-21 04:20:00	19921	3
2007-06-21 07:06:40	17777	2
2007-06-21 09:53:20	16811	2
2007-06-21 12:40:00	10305	1
2007-06-21 21:00:00	10696	2
2007-06-22 08:06:40	10605	1
2007-06-22 10:53:20	17134	2
2007-06-22 13:40:00	19070	2
2007-06-22 19:13:20	15430	2
2007-06-22 22:00:00	11818	2
2007-06-23 14:40:00	15410	1
2007-06-23 20:13:20	14911	1
2007-06-24 01:46:40	12973	2
2007-06-24 12:53:20	11687	2
2007-06-24 15:40:00	12443	1
2007-06-24 18:26:40	10492	1
2007-06-25 11:06:40	13394	2
2007-06-25 13:53:20	18578	2
2007-06-25 16:40:00	15215	2
2007-06-25 19:26:40	13105	1
2007-06-26 09:20:00	15513	1
2007-06-26 12:06:40	18897	2
2007-06-27 07:33:20	19872	2
2007-06-27 15:53:20	14181	2
2007-06-28 03:00:00	15847	2
2007-06-29 04:00:00	14069	2
2007-06-29 15:06:40	14411	1
2007-06-30 02:13:20	18482	2
2007-06-30 10:33:20	17282	1
2007-07-01 03:13:20	17889	3
2007-07-01 17:06:40	12015	2
2007-07-02 01:26:40	16046	3
2007-07-02 04:13:20	18490	2
2007-07-02 15:20:00	15371	1
2007-07-02 20:53:20	11571	1
2007-07-03 02:26:40	11509	1
2007-07-03 05:13:20	11201	1
2007-07-03 13:33:20	15262	1
2007-07-04 09:00:00	15828	1
2007-07-05 10:00:00	10869	2
2007-07-05 18:20:00	13978	1
2007-07-06 11:00:00	12650	1
2007-07-06 22:06:40	13425	2
2007-07-07 14:46:40	15990	1
2007-07-07 17:33:20	17975	2
2007-07-07 20:20:00	16454	1
2007-07-08 07:26:40	10122	1
2007-07-08 10:13:20	16567	1
2007-07-09 02:53:20	11878	1
2007-07-09 08:26:40	10886	2
2007-07-09 16:46:40	12168	1
2007-07-10 15:00:00	10521	2
2007-07-10 17:46:40	13257	2
2007-07-10 23:20:00	16777	1
2007-07-11 07:40:00	10178	2
2007-07-12 05:53:20	13682	1
2007-07-12 08:40:00	11719	1
2007-07-12 19:46:40	11582	1
2007-07-13 09:40:00	13332	2
2007-07-13 12:26:40	19461	3
2007-07-13 18:00:00	10576	2
2007-07-13 23:33:20	11346	1
2007-07-14 02:20:00	13237	1
2007-07-14 07:53:20	17050	2
2007-07-14 10:40:00	15666	1
2007-07-14 13:26:40	13875	1
2007-07-14 16:13:20	12661	3
2007-07-14 21:46:40	16253	1
2007-07-15 14:26:40	16366	2
2007-07-15 20:00:00	18921	2
2007-07-16 01:33:20	11911	1
2007-07-16 07:06:40	15440	1
2007-07-16 09:53:20	14316	1
2007-07-16 15:26:40	14534	2
2007-07-17 22:00:00	13450	2
2007-07-18 03:33:20	12768	3
2007-07-18 14:40:00	18150	1
2007-07-19 12:53:20	19659	2
2007-07-19 15:40:00	16916	1
2007-07-19 21:13:20	13869	1
2007-07-20 00:00:00	18919	1
2007-07-20 16:40:00	17913	2
2007-07-21 01:00:00	19886	2
2007-07-21 03:46:40	11942	2
2007-07-21 20:26:40	14440	2
2007-07-21 23:13:20	12857	2
2007-07-22 02:00:00	19183	1
2007-07-22 04:46:40	17669	2
2007-07-22 10:20:00	17674	1
2007-07-22 13:06:40	17569	3
2007-07-22 21:26:40	19913	3
2007-07-23 00:13:20	14589	2
2007-07-23 11:20:00	18475	1
2007-07-23 19:40:00	13019	2
2007-07-24 15:06:40	19107	1
2007-07-25 02:13:20	15859	2
2007-07-25 05:00:00	16294	2
2007-07-25 07:46:40	18554	1
2007-07-25 16:06:40	10417	3
2007-07-26 00:26:40	11436	1
2007-07-26 08:46:40	17836	2
2007-07-26 14:20:00	12391	1
2007-07-26 19:53:20	12220	2
2007-07-26 22:40:00	10243	1
2007-07-27 01:26:40	15425	2
2007-07-27 04:13:20	13264	2
2007-07-27 07:00:00	16310	1
2007-07-27 12:33:20	15895	1
2007-07-28 05:13:20	18899	2
2007-07-28 10:46:40	10941	2
2007-07-28 16:20:00	19677	2
2007-07-28 21:53:20	12738	1
2007-07-29 09:00:00	18719	1
2007-07-29 11:46:40	16423	1
2007-07-29 17:20:00	10452	1
2007-07-29 20:06:40	11977	1
2007-07-30 01:40:00	18583	2
2007-07-30 04:26:40	13796	2
2007-07-30 07:13:20	12973	2
2007-07-30 15:33:20	10659	1
2007-07-30 21:06:40	18519	1
2007-07-31 16:33:20	15737	1
2007-07-31 19:20:00	18025	2
2007-08-01 06:26:40	17414	2
2007-08-01 12:00:00	11720	2
2007-08-01 23:06:40	14974	2
2007-08-02 01:53:20	15899	2
2007-08-02 04:40:00	16552	1
2007-08-03 00:06:40	15925	3
2007-08-03 08:26:40	12693	2
2007-08-03 11:13:20	14414	2
2007-08-04 01:06:40	13443	2
2007-08-04 09:26:40	10507	1
2007-08-04 20:33:20	16447	2
2007-08-05 07:40:00	17809	1
2007-08-06 00:20:00	15380	2
2007-08-06 03:06:40	17246	2
2007-08-06 11:26:40	11829	2
2007-08-06 14:13:20	12316	1
2007-08-06 22:33:20	16944	1
2007-08-07 04:06:40	18270	1
2007-08-07 06:53:20	13162	2
2007-08-07 12:26:40	11536	2
2007-08-07 15:13:20	11506	2
2007-08-07 18:00:00	17864	2
2007-08-08 05:06:40	17313	1
2007-08-08 07:53:20	12824	1
2007-08-08 13:26:40	12693	2
2007-08-08 19:00:00	11108	2
2007-08-09 00:33:20	19265	1
2007-08-09 03:20:00	18695	2
2007-08-10 04:20:00	10277	1
2007-08-10 12:40:00	11269	1
2007-08-10 15:26:40	18599	1
2007-08-10 21:00:00	12537	2
2007-08-10 23:46:40	11403	1
2007-08-11 05:20:00	11487	1
2007-08-11 13:40:00	14877	3
2007-08-11 16:26:40	18008	1
2007-08-11 19:13:20	19502	1
2007-08-11 22:00:00	19853	1
2007-08-12 03:33:20	19474	2
2007-08-12 06:20:00	17054	1
2007-08-12 23:00:00	11466	2
2007-08-13 01:46:40	10801	2
2007-08-13 10:06:40	14969	2
2007-08-13 18:26:40	14901	2
2007-08-14 02:46:40	15682	3
2007-08-14 16:40:00	11180	1
2007-08-15 01:00:00	18595	2
2007-08-15 03:46:40	14716	2
2007-08-15 06:33:20	10412	1
2007-08-15 17:40:00	15010	1
2007-08-15 20:26:40	13943	1
2007-08-17 03:00:00	14885	2
2007-08-17 11:20:00	12379	1
2007-08-17 16:53:20	13533	2
2007-08-17 19:40:00	10856	1
2007-08-17 22:26:40	15918	1
2007-08-18 15:06:40	18579	2
2007-08-19 07:46:40	10833	1
2007-08-19 13:20:00	11017	2
2007-08-19 16:06:40	12308	3
2007-08-20 03:13:20	12306	2
2007-08-20 06:00:00	14674	2
2007-08-20 14:20:00	14230	2
2007-08-20 22:40:00	15739	2
2007-08-21 01:26:40	10229	2
2007-08-21 04:13:20	16493	1
2007-08-21 07:00:00	11195	1
2007-08-21 12:33:20	19055	2
2007-08-21 20:53:20	15807	2
2007-08-22 02:26:40	19153	1
2007-08-22 05:13:20	19424	2
2007-08-22 08:00:00	16727	1
2007-08-22 10:46:40	14582	3
2007-08-22 16:20:00	14634	2
2007-08-22 19:06:40	18862	1
2007-08-23 09:00:00	19989	2
2007-08-24 01:40:00	14841	2
2007-08-24 04:26:40	15559	2
2007-08-24 15:33:20	14299	1
2007-08-24 23:53:20	19629	1
2007-08-25 02:40:00	18677	1
2007-08-25 11:00:00	16253	3
2007-08-25 16:33:20	12619	3
2007-08-26 00:53:20	17959	2
2007-08-27 01:53:20	15522	2
2007-08-27 15:46:40	14575	2
2007-08-27 18:33:20	12558	1
2007-08-28 02:53:20	13697	2
2007-08-28 19:33:20	18542	2
2007-08-29 09:26:40	13584	1
2007-08-29 15:00:00	11543	3
2007-08-29 23:20:00	16851	1
2007-08-30 04:53:20	11220	1
2007-08-30 13:13:20	14932	2
2007-08-30 21:33:20	14963	2
2007-08-31 08:40:00	12891	2
2007-09-01 01:20:00	13356	1
2007-09-01 12:26:40	17756	1
2007-09-02 10:40:00	11122	1
2007-09-02 16:13:20	12470	1
2007-09-03 00:33:20	15019	1
2007-09-03 11:40:00	19257	3
2007-09-03 14:26:40	19573	2
2007-09-03 17:13:20	15317	2
2007-09-03 22:46:40	13341	1
2007-09-04 01:33:20	10631	3
2007-09-05 19:13:20	16277	1
2007-09-06 03:33:20	11528	1
2007-09-06 06:20:00	10417	1
2007-09-06 20:13:20	18833	1
2007-09-08 02:46:40	12004	1
2007-09-08 05:33:20	18932	2
2007-09-08 08:20:00	17664	2
2007-09-08 11:06:40	11825	1
2007-09-08 13:53:20	13518	1
2007-09-09 01:00:00	12195	3
2007-09-09 06:33:20	13571	1
2007-09-09 14:53:20	17433	2
2007-09-10 02:00:00	18099	1
2007-09-10 04:46:40	15115	1
2007-09-10 07:33:20	17923	1
2007-09-10 10:20:00	14355	2
2007-09-10 21:26:40	18064	1
2007-09-11 05:46:40	18627	1
2007-09-11 22:26:40	19945	2
2007-09-12 01:13:20	18553	1
2007-09-12 23:26:40	15905	2
2007-09-13 02:13:20	14396	1
2007-09-13 10:33:20	13795	3
2007-09-13 18:53:20	15794	2
2007-09-14 00:26:40	13367	2
2007-09-14 03:13:20	14372	1
2007-09-14 06:00:00	19043	1
2007-09-14 08:46:40	12608	1
2007-09-14 11:33:20	13127	2
2007-09-15 01:26:40	11775	1
2007-09-15 07:00:00	14557	2
2007-09-15 09:46:40	15389	1
2007-09-15 12:33:20	17746	1
2007-09-16 10:46:40	19007	2
2007-09-16 16:20:00	14904	2
2007-09-16 19:06:40	11541	1
2007-09-17 20:06:40	15704	1
2007-09-17 22:53:20	13052	2
2007-09-18 07:13:20	14376	1
2007-09-18 10:00:00	13353	1
2007-09-18 15:33:20	19871	2
2007-09-18 18:20:00	11888	3
2007-09-18 21:06:40	18823	1
2007-09-19 02:40:00	17242	3
2007-09-19 05:26:40	18844	2
2007-09-20 14:46:40	17655	1
2007-09-21 10:13:20	14297	2
2007-09-21 13:00:00	17453	1
2007-09-22 08:26:40	19813	1
2007-09-22 14:00:00	11939	2
2007-09-23 03:53:20	14292	2
2007-09-23 20:33:20	10928	3
2007-09-25 03:06:40	16923	2
2007-09-25 08:40:00	19500	2
2007-09-25 22:33:20	17971	2
2007-09-26 23:33:20	18672	1
2007-09-27 02:20:00	15118	1
2007-09-27 13:26:40	13361	1
2007-09-28 11:40:00	19325	2
2007-09-28 17:13:20	15905	2
2007-09-29 23:46:40	16078	2
2007-09-30 02:33:20	15801	1
2007-09-30 05:20:00	18396	2
2007-09-30 08:06:40	16011	2
2007-09-30 10:53:20	18554	1
2007-09-30 16:26:40	15458	1
2007-09-30 19:13:20	10038	2
2007-09-30 22:00:00	12980	1
2007-10-01 06:20:00	10104	3
2007-10-01 23:00:00	16479	1
2007-10-02 07:20:00	12264	1
2007-10-02 10:06:40	18962	2
2007-10-03 02:46:40	18135	2
2007-10-03 13:53:20	16685	2
2007-10-04 06:33:20	14032	3
2007-10-05 13:06:40	18672	1
2007-10-05 18:40:00	19571	1
2007-10-05 21:26:40	12321	2
2007-10-06 14:06:40	11067	2
2007-10-06 19:40:00	16948	1
2007-10-07 12:20:00	13839	1
2007-10-07 17:53:20	13883	2
2007-10-07 20:40:00	12407	2
2007-10-08 05:00:00	19254	1
2007-10-08 21:40:00	18546	1
2007-10-09 00:26:40	18479	1
2007-10-09 14:20:00	11753	1
2007-10-09 17:06:40	15194	1
2007-10-10 04:13:20	12367	1
2007-10-10 09:46:40	13676	2
2007-10-11 21:53:20	18755	1
2007-10-12 14:33:20	11731	2
2007-10-12 17:20:00	11893	3
2007-10-12 20:06:40	19999	1
2007-10-13 01:40:00	12921	1
2007-10-14 08:13:20	18689	2
2007-10-14 13:46:40	17147	1
2007-10-15 00:53:20	19270	2
2007-10-15 03:40:00	17237	2
2007-10-15 06:26:40	10244	2
2007-10-16 01:53:20	15905	2
2007-10-16 04:40:00	18524	1
2007-10-16 10:13:20	12043	1
2007-10-16 18:33:20	10663	2
2007-10-16 21:20:00	12132	1
2007-10-18 01:06:40	13717	2
2007-10-18 12:13:20	16900	1
2007-10-18 17:46:40	12654	2
2007-10-18 23:20:00	17792	1
2007-10-19 04:53:20	13551	2
2007-10-19 21:33:20	19240	2
2007-10-20 00:20:00	14691	1
2007-10-20 05:53:20	14888	2
2007-10-20 17:00:00	18504	2
2007-10-23 03:20:00	15608	2
2007-10-24 07:06:40	19964	1
2007-10-25 08:06:40	18123	2
2007-10-25 13:40:00	13728	2
2007-10-25 19:13:20	19267	2
2007-10-26 06:20:00	16552	3
2007-10-27 01:46:40	16252	2
2007-10-27 04:33:20	14802	3
2007-10-27 10:06:40	15565	1
2007-10-27 18:26:40	19787	2
2007-10-28 05:33:20	19547	3
2007-10-29 03:46:40	12463	3
2007-10-29 12:06:40	14726	1
2007-10-29 20:26:40	12072	2
2007-10-30 07:33:20	18202	2
2007-10-30 10:20:00	12006	3
2007-10-30 15:53:20	17420	1
2007-10-31 00:13:20	12209	1
2007-10-31 08:33:20	19949	1
2007-10-31 16:53:20	13095	2
2007-11-01 04:00:00	12753	2
2007-11-01 15:06:40	13397	3
2007-11-01 23:26:40	10291	2
2007-11-02 05:00:00	12462	2
2007-11-02 07:46:40	17679	1
2007-11-02 18:53:20	19335	2
2007-11-03 08:46:40	16612	1
2007-11-04 07:00:00	18739	1
2007-11-04 12:33:20	15665	2
2007-11-04 20:53:20	18594	2
2007-11-05 02:26:40	14754	1
2007-11-05 05:13:20	16466	3
2007-11-05 19:06:40	10995	1
2007-11-05 21:53:20	19052	1
2007-11-06 03:26:40	11024	1
2007-11-06 20:06:40	19836	2
2007-11-07 04:26:40	12093	2
2007-11-07 21:06:40	11582	1
2007-11-08 11:00:00	11999	2
2007-11-08 13:46:40	11147	2
2007-11-10 21:20:00	18447	1
2007-11-11 08:26:40	12429	2
2007-11-11 19:33:20	16065	3
2007-11-12 01:06:40	12219	1
2007-11-12 06:40:00	13227	1
2007-11-13 04:53:20	16240	2
2007-11-13 18:46:40	10331	2
2007-11-13 21:33:20	19957	1
2007-11-14 11:26:40	16288	1
2007-11-14 19:46:40	14965	2
2007-11-15 01:20:00	14671	1
2007-11-15 04:06:40	17899	1
2007-11-15 06:53:20	12074	2
2007-11-15 12:26:40	10175	2
2007-11-15 15:13:20	17006	2
2007-11-15 20:46:40	18923	1
2007-11-16 07:53:20	11711	2
2007-11-16 21:46:40	11698	1
2007-11-17 06:06:40	15515	3
2007-11-17 17:13:20	12584	1
2007-11-18 04:20:00	17992	3
2007-11-18 07:06:40	16769	1
2007-11-18 09:53:20	14988	1
2007-11-18 21:00:00	13422	1
2007-11-19 02:33:20	12861	3
2007-11-19 10:53:20	19714	1
2007-11-19 16:26:40	12011	2
2007-11-19 22:00:00	15106	1
2007-11-20 09:06:40	17986	2
2007-11-22 11:06:40	19291	2
2007-11-23 23:13:20	17884	2
2007-11-24 07:33:20	14335	3
2007-11-24 21:26:40	18424	2
2007-11-25 05:46:40	10091	2
2007-11-25 22:26:40	19700	1
2007-11-26 17:53:20	13512	2
2007-11-27 02:13:20	19554	1
2007-11-27 05:00:00	16711	1
2007-11-27 16:06:40	13431	2
2007-11-27 18:53:20	13471	1
2007-11-28 00:26:40	14426	1
2007-11-28 03:13:20	15557	1
2007-11-29 01:26:40	16340	1
2007-11-29 04:13:20	18451	2
2007-11-29 07:00:00	19098	2
2007-11-29 09:46:40	15057	2
2007-11-29 18:06:40	15099	1
2007-11-29 20:53:20	19646	3
2007-11-30 16:20:00	15260	2
2007-12-01 17:20:00	19685	1
2007-12-02 01:40:00	18075	2
2007-12-02 10:00:00	17157	2
2007-12-02 12:46:40	18502	3
2007-12-02 18:20:00	14107	2
2007-12-03 08:13:20	13366	1
2007-12-03 11:00:00	10929	1
2007-12-03 16:33:20	10331	2
2007-12-04 09:13:20	15736	1
2007-12-04 20:20:00	16277	2
2007-12-05 15:46:40	18087	2
2007-12-05 18:33:20	13782	3
2007-12-06 02:53:20	15568	2
2007-12-06 16:46:40	14590	2
2007-12-07 06:40:00	14331	1
2007-12-07 09:26:40	14809	2
2007-12-07 17:46:40	13581	2
2007-12-08 02:06:40	13573	1
2007-12-08 10:26:40	13130	2
2007-12-08 18:46:40	19116	3
2007-12-09 00:20:00	19258	1
2007-12-09 05:53:20	12208	2
2007-12-09 11:26:40	13640	2
2007-12-09 17:00:00	14894	2
2007-12-10 01:20:00	19975	3
2007-12-10 06:53:20	17381	2
2007-12-10 12:26:40	15723	1
2007-12-10 15:13:20	11332	2
2007-12-11 02:20:00	13760	1
2007-12-11 07:53:20	12414	1
2007-12-11 19:00:00	13906	1
2007-12-12 06:06:40	13637	3
2007-12-12 11:40:00	19717	2
2007-12-14 05:20:00	14294	1
2007-12-15 00:46:40	14655	2
2007-12-15 06:20:00	17716	2
2007-12-15 23:00:00	10099	1
2007-12-16 04:33:20	13436	2
2007-12-16 10:06:40	15850	2
2007-12-16 15:40:00	12942	2
2007-12-16 21:13:20	18768	1
2007-12-17 00:00:00	19707	2
2007-12-17 05:33:20	18013	2
2007-12-17 13:53:20	11557	2
2007-12-17 22:13:20	17777	3
2007-12-18 12:06:40	17815	2
