Customer	Model	Date
002901	Golf	2001-02-26 00:00:00
003827	MAGOTAN	2001-02-26 00:00:00
003288	MAGOTAN	2001-02-26 00:00:00
004771	Polaris	2001-02-27 00:00:00
002508	Jetta	2001-02-27 00:00:00
004408	Polaris	2001-02-27 00:00:00
005217	Polo	2001-02-27 00:00:00
005619	Touareg	2001-02-27 00:00:00
001484	Polaris	2001-02-28 00:00:00
001022	Jetta	2001-03-01 00:00:00
000786	Sagitar	2001-03-01 00:00:00
001146	Santana	2001-03-01 00:00:00
005076	MAGOTAN	2001-03-01 00:00:00
001543	Touareg	2001-03-01 00:00:00
003002	MAGOTAN	2001-03-02 00:00:00
003074	Jetta	2001-03-02 00:00:00
005303	Jetta	2001-03-02 00:00:00
004747	Jetta	2001-03-02 00:00:00
001828	MAGOTAN	2001-03-03 00:00:00
002300	Jetta	2001-03-03 00:00:00
001577	Polaris	2001-03-04 00:00:00
002548	Polaris	2001-03-04 00:00:00
002362	Polaris	2001-03-04 00:00:00
005440	Touareg	2001-03-04 00:00:00
004097	Polaris	2001-03-05 00:00:00
000093	Polo	2001-03-05 00:00:00
003034	Touareg	2001-03-05 00:00:00
002274	Polaris	2001-03-05 00:00:00
001232	MAGOTAN	2001-03-06 00:00:00
001411	Touareg	2001-03-07 00:00:00
003531	Sagitar	2001-03-07 00:00:00
000489	Sagitar	2001-03-07 00:00:00
001232	Sagitar	2001-03-07 00:00:00
005115	Polaris	2001-03-07 00:00:00
005381	Jetta	2001-03-08 00:00:00
001234	MAGOTAN	2001-03-08 00:00:00
002792	MAGOTAN	2001-03-08 00:00:00
001561	Jetta	2001-03-09 00:00:00
003481	Polo	2001-03-09 00:00:00
005064	Polo	2001-03-10 00:00:00
005710	Touareg	2001-03-10 00:00:00
000741	Santana	2001-03-11 00:00:00
000751	Santana	2001-03-11 00:00:00
002151	Golf	2001-03-11 00:00:00
004311	Golf	2001-03-11 00:00:00
002842	Sagitar	2001-03-11 00:00:00
004720	Touareg	2001-03-12 00:00:00
005961	Jetta	2001-03-12 00:00:00
004577	Santana	2001-03-12 00:00:00
005791	Sagitar	2001-03-13 00:00:00
005057	Polo	2001-03-13 00:00:00
003246	Polaris	2001-03-13 00:00:00
001421	Golf	2001-03-13 00:00:00
001475	Polo	2001-03-13 00:00:00
001462	Sagitar	2001-03-14 00:00:00
004772	Touareg	2001-03-14 00:00:00
002896	Polaris	2001-03-14 00:00:00
003715	Sagitar	2001-03-14 00:00:00
003434	Polo	2001-03-14 00:00:00
001263	Sagitar	2001-03-15 00:00:00
004245	Polo	2001-03-15 00:00:00
001403	MAGOTAN	2001-03-15 00:00:00
003351	MAGOTAN	2001-03-15 00:00:00
005524	Sagitar	2001-03-16 00:00:00
002448	Santana	2001-03-16 00:00:00
002147	Touareg	2001-03-16 00:00:00
001660	Jetta	2001-03-16 00:00:00
000122	MAGOTAN	2001-03-17 00:00:00
001158	Sagitar	2001-03-17 00:00:00
005416	Polo	2001-03-17 00:00:00
003969	Jetta	2001-03-18 00:00:00
004164	Polaris	2001-03-18 00:00:00
002193	Golf	2001-03-18 00:00:00
002610	MAGOTAN	2001-03-19 00:00:00
001932	Touareg	2001-03-19 00:00:00
004483	Polo	2001-03-19 00:00:00
004694	Polaris	2001-03-19 00:00:00
001080	Santana	2001-03-20 00:00:00
000330	Polaris	2001-03-20 00:00:00
000479	Sagitar	2001-03-20 00:00:00
003290	Santana	2001-03-21 00:00:00
001474	Golf	2001-03-21 00:00:00
004601	Jetta	2001-03-21 00:00:00
005949	Polo	2001-03-21 00:00:00
002767	Golf	2001-03-22 00:00:00
004551	Polaris	2001-03-22 00:00:00
000830	Touareg	2001-03-22 00:00:00
005341	Golf	2001-03-22 00:00:00
004652	Jetta	2001-03-23 00:00:00
002181	Jetta	2001-03-23 00:00:00
000011	MAGOTAN	2001-03-23 00:00:00
003063	Touareg	2001-03-23 00:00:00
001262	Golf	2001-03-23 00:00:00
004276	Jetta	2001-03-24 00:00:00
002223	Polaris	2001-03-25 00:00:00
002119	Jetta	2001-03-25 00:00:00
004692	Polaris	2001-03-25 00:00:00
000525	Polo	2001-03-25 00:00:00
004192	Polo	2001-03-26 00:00:00
000846	MAGOTAN	2001-03-26 00:00:00
002174	Polo	2001-03-26 00:00:00
005351	Golf	2001-03-27 00:00:00
004455	Sagitar	2001-03-27 00:00:00
000670	Polo	2001-03-27 00:00:00
001975	Polaris	2001-03-27 00:00:00
004415	Polo	2001-03-28 00:00:00
003799	MAGOTAN	2001-03-28 00:00:00
001146	MAGOTAN	2001-03-29 00:00:00
000326	Touareg	2001-03-29 00:00:00
000855	Jetta	2001-03-29 00:00:00
001876	Golf	2001-03-29 00:00:00
004077	Touareg	2001-03-30 00:00:00
003714	Jetta	2001-03-30 00:00:00
002909	MAGOTAN	2001-03-30 00:00:00
003000	Polaris	2001-03-30 00:00:00
004701	Polo	2001-03-31 00:00:00
000358	Golf	2001-03-31 00:00:00
005052	Santana	2001-04-01 00:00:00
000095	MAGOTAN	2001-04-01 00:00:00
001243	Golf	2001-04-01 00:00:00
002483	Santana	2001-04-01 00:00:00
002110	Santana	2001-04-01 00:00:00
003936	MAGOTAN	2001-04-02 00:00:00
002582	Santana	2001-04-02 00:00:00
005385	Jetta	2001-04-02 00:00:00
003467	Jetta	2001-04-02 00:00:00
004581	Jetta	2001-04-02 00:00:00
005998	MAGOTAN	2001-04-03 00:00:00
000135	MAGOTAN	2001-04-03 00:00:00
000409	Polo	2001-04-03 00:00:00
005289	Touareg	2001-04-03 00:00:00
001352	Golf	2001-04-04 00:00:00
004340	Polo	2001-04-04 00:00:00
004896	Golf	2001-04-04 00:00:00
000383	Touareg	2001-04-05 00:00:00
002200	MAGOTAN	2001-04-05 00:00:00
001001	MAGOTAN	2001-04-05 00:00:00
005700	Polo	2001-04-06 00:00:00
000859	Golf	2001-04-07 00:00:00
003828	Jetta	2001-04-07 00:00:00
001787	Touareg	2001-04-07 00:00:00
000849	Touareg	2001-04-08 00:00:00
001418	Sagitar	2001-04-08 00:00:00
003663	Santana	2001-04-08 00:00:00
004755	Touareg	2001-04-08 00:00:00
004501	Sagitar	2001-04-08 00:00:00
002585	Jetta	2001-04-09 00:00:00
000007	Sagitar	2001-04-09 00:00:00
001707	Golf	2001-04-09 00:00:00
005060	MAGOTAN	2001-04-09 00:00:00
003694	Golf	2000-01-02 00:00:00
000032	Polo	2000-01-02 00:00:00
003460	Polaris	2000-01-03 00:00:00
001002	Jetta	2000-01-04 00:00:00
001680	Touareg	2000-01-04 00:00:00
000378	Jetta	2000-01-04 00:00:00
002319	Touareg	2000-01-05 00:00:00
005178	Golf	2000-01-05 00:00:00
004773	Sagitar	2000-01-05 00:00:00
002813	Touareg	2000-01-05 00:00:00
003778	Santana	2000-01-06 00:00:00
000076	Santana	2000-01-06 00:00:00
004533	Polo	2000-01-06 00:00:00
003613	Jetta	2000-01-06 00:00:00
005202	Golf	2000-01-06 00:00:00
001767	Santana	2000-01-07 00:00:00
002515	Golf	2000-01-07 00:00:00
005052	Golf	2000-01-07 00:00:00
005198	Polaris	2000-01-07 00:00:00
005624	Sagitar	2000-01-07 00:00:00
004132	Golf	2000-01-08 00:00:00
005641	Touareg	2000-01-08 00:00:00
004289	Polo	2000-01-08 00:00:00
003869	Santana	2000-01-08 00:00:00
004365	Touareg	2000-01-09 00:00:00
005708	Santana	2000-01-09 00:00:00
000364	Polo	2000-01-10 00:00:00
002376	MAGOTAN	2000-01-11 00:00:00
003815	Jetta	2000-01-11 00:00:00
001749	Jetta	2000-01-11 00:00:00
003035	MAGOTAN	2000-01-11 00:00:00
000431	Golf	2000-01-11 00:00:00
002682	Golf	2000-01-12 00:00:00
000471	Sagitar	2000-01-12 00:00:00
004074	Polaris	2000-01-12 00:00:00
000347	Polo	2000-01-12 00:00:00
002444	Touareg	2000-01-12 00:00:00
001859	Touareg	2000-01-13 00:00:00
005432	MAGOTAN	2000-01-13 00:00:00
004079	Santana	2000-01-14 00:00:00
000796	Golf	2000-01-14 00:00:00
003999	Polaris	2000-01-14 00:00:00
004102	Polaris	2000-01-15 00:00:00
005814	MAGOTAN	2000-01-16 00:00:00
005595	Touareg	2000-01-17 00:00:00
000255	MAGOTAN	2000-01-17 00:00:00
003264	Santana	2000-01-17 00:00:00
001988	Polaris	2000-01-17 00:00:00
004807	MAGOTAN	2000-01-18 00:00:00
003259	Sagitar	2000-01-18 00:00:00
002164	Jetta	2000-01-18 00:00:00
004219	Golf	2000-01-18 00:00:00
002921	Touareg	2000-01-19 00:00:00
005691	Polo	2000-01-19 00:00:00
001705	MAGOTAN	2000-01-19 00:00:00
000902	Golf	2000-01-20 00:00:00
002842	Golf	2000-01-20 00:00:00
002662	Santana	2000-01-20 00:00:00
003854	Polo	2000-01-20 00:00:00
003309	Golf	2000-01-20 00:00:00
000783	Sagitar	2000-01-21 00:00:00
002522	Sagitar	2000-01-21 00:00:00
004260	Polo	2000-01-21 00:00:00
001239	Sagitar	2000-01-21 00:00:00
000141	Golf	2000-01-22 00:00:00
000481	MAGOTAN	2000-01-22 00:00:00
005829	Golf	2000-01-22 00:00:00
003791	Polo	2000-01-22 00:00:00
004952	Polaris	2000-01-23 00:00:00
003174	Touareg	2000-01-23 00:00:00
000336	Touareg	2000-01-23 00:00:00
001918	Polo	2000-01-24 00:00:00
003442	Jetta	2000-01-24 00:00:00
000608	Santana	2000-01-25 00:00:00
004047	Santana	2000-01-25 00:00:00
005613	Sagitar	2000-01-25 00:00:00
005318	Touareg	2000-01-26 00:00:00
002882	Sagitar	2000-01-26 00:00:00
001739	Jetta	2000-01-26 00:00:00
000990	Sagitar	2000-01-26 00:00:00
002556	Sagitar	2000-01-26 00:00:00
005565	Jetta	2000-01-27 00:00:00
002846	Sagitar	2000-01-28 00:00:00
004952	Santana	2000-01-28 00:00:00
003667	Sagitar	2000-01-28 00:00:00
005382	Polaris	2000-01-28 00:00:00
003490	Touareg	2000-01-28 00:00:00
002779	Touareg	2000-01-29 00:00:00
002811	Polaris	2000-01-29 00:00:00
004117	Jetta	2000-01-29 00:00:00
003184	Touareg	2000-01-30 00:00:00
002884	Golf	2000-01-30 00:00:00
004892	Polaris	2000-01-30 00:00:00
004464	Touareg	2000-01-31 00:00:00
001629	Golf	2000-02-01 00:00:00
003246	Santana	2000-02-01 00:00:00
002073	Jetta	2000-02-01 00:00:00
000031	Sagitar	2000-02-01 00:00:00
000518	Jetta	2000-02-02 00:00:00
003365	Santana	2000-02-02 00:00:00
003502	Jetta	2000-02-03 00:00:00
000828	Jetta	2000-02-03 00:00:00
004410	Golf	2000-02-03 00:00:00
001743	Sagitar	2000-02-04 00:00:00
001939	Jetta	2000-02-04 00:00:00
002156	Touareg	2000-02-04 00:00:00
004979	Jetta	2000-02-04 00:00:00
002557	Sagitar	2000-02-04 00:00:00
001819	Sagitar	2000-08-15 00:00:00
002618	Jetta	2000-08-15 00:00:00
005498	Golf	2000-08-16 00:00:00
004488	Polaris	2000-08-16 00:00:00
000259	Polo	2000-08-16 00:00:00
002939	Golf	2000-08-17 00:00:00
002068	Santana	2000-08-17 00:00:00
005044	Polo	2000-08-18 00:00:00
000891	Santana	2000-08-19 00:00:00
004480	Sagitar	2000-08-19 00:00:00
000637	Touareg	2000-08-19 00:00:00
000536	Polaris	2000-08-19 00:00:00
002570	Santana	2000-08-20 00:00:00
003152	Sagitar	2000-08-20 00:00:00
005712	Polaris	2000-08-20 00:00:00
002526	Touareg	2000-08-20 00:00:00
000161	Polo	2000-08-20 00:00:00
000508	Jetta	2000-08-21 00:00:00
004181	Golf	2000-08-22 00:00:00
002289	MAGOTAN	2000-08-22 00:00:00
002510	Polaris	2000-08-22 00:00:00
001281	Santana	2000-08-22 00:00:00
001683	Sagitar	2000-08-22 00:00:00
002914	Polaris	2000-08-23 00:00:00
001985	Sagitar	2000-08-24 00:00:00
004009	Santana	2000-08-24 00:00:00
002467	Jetta	2000-08-24 00:00:00
005105	MAGOTAN	2000-08-24 00:00:00
002291	Sagitar	2000-08-25 00:00:00
004733	Jetta	2000-08-25 00:00:00
005758	Jetta	2000-08-25 00:00:00
000454	Polo	2000-08-25 00:00:00
002518	Polo	2000-08-26 00:00:00
004802	Jetta	2000-08-26 00:00:00
002974	Jetta	2000-08-27 00:00:00
000872	Jetta	2000-08-27 00:00:00
003727	Touareg	2000-08-27 00:00:00
003272	Golf	2000-08-27 00:00:00
004996	Polaris	2000-08-27 00:00:00
002297	Polaris	2000-08-28 00:00:00
002041	MAGOTAN	2000-08-28 00:00:00
000754	Polaris	2000-08-28 00:00:00
002924	MAGOTAN	2000-08-28 00:00:00
001250	Sagitar	2000-08-28 00:00:00
004894	Touareg	2000-08-29 00:00:00
003963	Golf	2000-08-29 00:00:00
004048	Touareg	2000-08-29 00:00:00
005089	Touareg	2000-08-29 00:00:00
001941	Sagitar	2000-08-30 00:00:00
001606	Santana	2000-08-30 00:00:00
001653	Polaris	2000-08-30 00:00:00
000440	Santana	2000-08-30 00:00:00
003972	Golf	2000-08-31 00:00:00
003578	Touareg	2000-08-31 00:00:00
005187	Touareg	2000-08-31 00:00:00
004330	Jetta	2000-08-31 00:00:00
002573	Touareg	2000-09-01 00:00:00
000216	MAGOTAN	2000-09-01 00:00:00
004591	Touareg	2000-09-01 00:00:00
000942	Golf	2000-09-02 00:00:00
004851	Polaris	2000-09-02 00:00:00
001342	Jetta	2000-09-02 00:00:00
000739	Touareg	2000-09-02 00:00:00
005363	Golf	2000-09-03 00:00:00
004739	Golf	2000-09-03 00:00:00
005053	Santana	2000-09-03 00:00:00
002502	Golf	2000-09-03 00:00:00
003363	Sagitar	2000-09-03 00:00:00
003716	Polo	2000-09-04 00:00:00
001034	Polo	2000-09-04 00:00:00
003168	Polaris	2000-09-05 00:00:00
005103	MAGOTAN	2000-09-06 00:00:00
004187	Polo	2000-09-06 00:00:00
005281	Jetta	2000-09-06 00:00:00
001500	Touareg	2000-09-06 00:00:00
000346	Sagitar	2000-09-07 00:00:00
000060	Sagitar	2000-09-07 00:00:00
003051	Touareg	2000-09-08 00:00:00
001072	Polo	2000-09-08 00:00:00
003997	Golf	2000-09-08 00:00:00
000535	Santana	2000-09-08 00:00:00
005752	Polo	2000-09-08 00:00:00
002472	Santana	2000-09-09 00:00:00
002012	Golf	2000-09-09 00:00:00
003812	Polaris	2000-09-09 00:00:00
005930	Sagitar	2000-09-10 00:00:00
005006	Polaris	2000-09-10 00:00:00
001660	Golf	2000-09-10 00:00:00
001101	Jetta	2000-09-10 00:00:00
003537	Touareg	2000-09-11 00:00:00
004291	Jetta	2000-09-11 00:00:00
000695	Santana	2000-09-12 00:00:00
003327	Jetta	2000-09-12 00:00:00
000389	Sagitar	2000-09-12 00:00:00
004052	Polo	2000-09-12 00:00:00
002943	Golf	2000-09-12 00:00:00
003936	Jetta	2000-09-13 00:00:00
004806	Jetta	2000-09-13 00:00:00
004140	Santana	2000-09-13 00:00:00
002292	Sagitar	2000-09-14 00:00:00
002598	Sagitar	2000-09-14 00:00:00
001842	Touareg	2000-09-14 00:00:00
001580	MAGOTAN	2000-09-15 00:00:00
004959	Jetta	2000-09-15 00:00:00
000604	Polaris	2000-09-15 00:00:00
001567	Sagitar	2000-09-16 00:00:00
002790	Jetta	2000-09-17 00:00:00
003981	Polo	2000-09-18 00:00:00
003798	Polo	2000-09-19 00:00:00
005240	Jetta	2000-09-19 00:00:00
003063	Santana	2000-09-19 00:00:00
001227	Polaris	2000-09-19 00:00:00
001988	Polaris	2000-09-20 00:00:00
004155	Polaris	2000-09-21 00:00:00
005335	Santana	2000-09-21 00:00:00
000839	Santana	2000-09-21 00:00:00
005214	Polaris	2000-09-22 00:00:00
005699	Jetta	2000-09-22 00:00:00
003782	Polo	2000-09-22 00:00:00
003630	Polo	2000-09-22 00:00:00
004471	Golf	2000-09-22 00:00:00
001852	Polaris	2000-09-23 00:00:00
005452	Jetta	2000-09-23 00:00:00
002503	Polo	2000-09-24 00:00:00
004026	Touareg	2000-09-24 00:00:00
003500	Santana	2000-09-24 00:00:00
003928	Jetta	2000-09-25 00:00:00
005681	Touareg	2000-09-25 00:00:00
000679	Touareg	2000-09-26 00:00:00
004674	Sagitar	2000-09-26 00:00:00
004388	Santana	2000-09-26 00:00:00
003136	Polaris	2000-09-26 00:00:00
004511	Golf	2000-09-27 00:00:00
001611	Santana	2000-09-27 00:00:00
004339	Touareg	2000-09-27 00:00:00
001372	Touareg	2000-09-27 00:00:00
001760	Santana	2000-09-27 00:00:00
004503	Jetta	2000-09-28 00:00:00
000618	Golf	2000-09-28 00:00:00
000514	Jetta	2000-09-28 00:00:00
003123	Jetta	2000-09-28 00:00:00
001134	Santana	2000-09-29 00:00:00
004279	Golf	2000-09-29 00:00:00
005516	Polo	2000-09-29 00:00:00
001482	Touareg	2000-09-29 00:00:00
004210	MAGOTAN	2000-09-29 00:00:00
005040	MAGOTAN	2000-09-30 00:00:00
002615	MAGOTAN	2000-09-30 00:00:00
000660	MAGOTAN	2000-09-30 00:00:00
000811	MAGOTAN	2000-09-30 00:00:00
001005	Jetta	2000-10-01 00:00:00
001371	Polaris	2000-10-02 00:00:00
000814	Polaris	2000-10-02 00:00:00
000884	Jetta	2000-10-03 00:00:00
005029	Polaris	2000-10-03 00:00:00
003946	Jetta	2000-10-03 00:00:00
002571	Santana	2000-10-04 00:00:00
000532	Touareg	2000-10-04 00:00:00
002694	Jetta	2000-10-04 00:00:00
001781	MAGOTAN	2000-10-05 00:00:00
002864	Golf	2000-10-05 00:00:00
002092	Santana	2000-10-05 00:00:00
001032	Touareg	2000-10-05 00:00:00
001189	Jetta	2000-10-06 00:00:00
003696	Sagitar	2000-10-06 00:00:00
003960	Polaris	2000-10-06 00:00:00
002187	Polo	2000-10-07 00:00:00
000775	Jetta	2000-10-07 00:00:00
004904	Santana	2000-10-08 00:00:00
002963	Jetta	2000-10-08 00:00:00
002395	Polo	2000-10-08 00:00:00
003630	Santana	2000-10-08 00:00:00
005807	Polaris	2000-10-08 00:00:00
003515	Santana	2000-10-09 00:00:00
003220	Polo	2000-10-09 00:00:00
001377	Polaris	2000-10-09 00:00:00
005614	Touareg	2000-10-10 00:00:00
005054	Touareg	2000-10-10 00:00:00
004045	Sagitar	2000-10-10 00:00:00
004087	Jetta	2000-10-10 00:00:00
003099	Sagitar	2000-10-10 00:00:00
002580	Santana	2000-10-11 00:00:00
004178	Jetta	2000-10-11 00:00:00
000345	MAGOTAN	2000-10-11 00:00:00
004639	Touareg	2000-10-12 00:00:00
000398	MAGOTAN	2000-10-12 00:00:00
003102	MAGOTAN	2000-10-12 00:00:00
004227	Jetta	2000-10-12 00:00:00
002426	Polaris	2000-10-13 00:00:00
000447	Sagitar	2000-10-14 00:00:00
001592	Polaris	2000-10-14 00:00:00
000820	Sagitar	2000-10-15 00:00:00
005890	Sagitar	2000-10-15 00:00:00
000379	Jetta	2000-10-16 00:00:00
002392	MAGOTAN	2000-10-17 00:00:00
002787	Golf	2000-10-17 00:00:00
003852	Polaris	2000-10-17 00:00:00
002969	Polo	2000-10-17 00:00:00
003635	Touareg	2000-10-18 00:00:00
005150	Santana	2000-10-18 00:00:00
005893	Golf	2000-10-18 00:00:00
004547	Santana	2000-10-18 00:00:00
003381	Golf	2000-10-18 00:00:00
004037	Jetta	2000-10-19 00:00:00
002639	Santana	2000-10-20 00:00:00
004553	Touareg	2000-10-20 00:00:00
000038	Touareg	2000-10-20 00:00:00
006000	Touareg	2000-10-20 00:00:00
002850	Polo	2000-10-20 00:00:00
001138	Golf	2000-10-21 00:00:00
003150	Golf	2000-10-22 00:00:00
005395	Polo	2000-10-23 00:00:00
000761	Santana	2000-10-24 00:00:00
005340	Santana	2000-10-24 00:00:00
003476	Polaris	2000-10-25 00:00:00
003609	Polo	2000-10-25 00:00:00
004762	Jetta	2000-10-25 00:00:00
001671	Santana	2000-10-26 00:00:00
000486	MAGOTAN	2000-10-26 00:00:00
005059	Santana	2000-10-26 00:00:00
001131	Santana	2000-10-26 00:00:00
000962	Santana	2000-10-26 00:00:00
003572	Santana	2000-10-27 00:00:00
004274	Polo	2000-10-27 00:00:00
004919	Jetta	2000-10-27 00:00:00
000670	MAGOTAN	2000-10-27 00:00:00
005309	Sagitar	2000-10-28 00:00:00
003978	Jetta	2000-10-28 00:00:00
003903	MAGOTAN	2000-10-28 00:00:00
002331	Santana	2000-10-28 00:00:00
